chrom	gene	strand	startUpBSE	endDownBSE	coverage
chr22	ADRBK2	+	26059597	26070495	2
chr12	AEBP2	+	19615444	19626289	6
chr12	AEBP2	+	19615444	19667718	2
chr12	AEBP2	+	19626182	19653155	4
chr4	AFF1	+	87967318	87968746	31
chrX	AFF2	+	147733520	147744289	2
chrX	AFF2	+	147743429	147744289	7
chr2	AFF3	-	100625394	100623094	3
chr2	AFF3	-	100628033	100623094	2
chr5	AFF4	-	132232932	132222002	2
chr5	AFF4	-	132232932	132227856	3
chr5	AFF4	-	132270633	132262813	2
chr2	AFTPH	+	64778577	64780543	7
chr2	AGAP1	+	236706403	236715975	5
chr5	AGGF1	+	76342172	76344097	3
chr5	AGGF1	+	76342172	76344812	2
chr7	AGK	+	141336760	141349133	7
chr1	AGO3	+	36469942	36479649	3
chr1	AGO4	+	36306766	36316654	2
chr8	AGPAT5	+	6582391	6590171	2
chr8	AGPAT5	+	6582391	6605349	2
chr8	AGPAT5	+	6582391	6612695	3
chr8	AGPAT6	+	41455811	41456823	2
chr2	AGPS	+	178305693	178326746	2
chr9	AGTPBP1	-	88211364	88190230	2
chr9	AGTPBP1	-	88248289	88190230	6
chr9	AGTPBP1	-	88261333	88190230	3
chr9	AGTPBP1	-	88211364	88200378	3
chr9	AGTPBP1	-	88248289	88200378	4
chr9	AGTPBP1	-	88248289	88211277	6
chr9	AGTPBP1	-	88248289	88233898	18
chr9	AGTPBP1	-	88270235	88233898	2
chr9	AGTPBP1	-	88296250	88270058	2
chr9	AGTPBP1	-	88327481	88284400	10
chr7	AHCYL2	+	129008311	129019590	3
chr6	AHI1	-	135716034	135639657	3
chr2	AHSA2	+	61406116	61413632	5
chr6	AK9	-	109993370	109962721	3
chr17	AKAP10	-	19839743	19823349	2
chr17	AKAP10	-	19871774	19823349	2
chr17	AKAP10	-	19866335	19843026	3
chr17	AKAP10	-	19861884	19861327	5
chr13	AKAP11	+	42860122	42882745	4
chr13	AKAP11	+	42869831	42882745	3
chr6	AKAP12	+	151669846	151674887	5
chr15	AKAP13	+	86118362	86129054	3
chr15	AKAP13	+	86122161	86129054	2
chr15	AKAP13	+	86198648	86213061	2
chr6	AKAP7	+	131466425	131490413	4
chr7	AKAP9	+	91700219	91715000	4
chr1	AKR1A1	+	46032241	46032692	3
chr19	AKT2	-	40771258	40761065	3
chr1	AKT3	-	243736350	243708812	11
chr1	AKT3	-	243859018	243708812	6
chr1	AKT3	-	243859018	243776973	6
chr1	AKT3	-	244006584	243846499	3
chr1	AKT3	-	244006584	243858893	5
chr14	AL132709.5	+	101403740	101415933	3
chr14	AL136419.6	-	24681035	24679554	3
chr14	AL136419.6	-	24681035	24680621	3
chr3	ALAS1	+	52238709	52240767	3
chr17	ALDH3A2	+	19554860	19561175	3
chr17	ALDH3A2	+	19554860	19575269	3
chr6	ALDH5A1	+	24502751	24528394	2
chr11	ALG8	-	77820627	77812139	2
chr11	ALG8	-	77832220	77824932	5
chr11	ALG8	-	77838482	77830228	3
chr2	ALMS1	+	73659257	73718625	2
chr2	ALMS1	+	73659326	73682422	9
chr2	ALMS1	+	73659326	73718625	8
chr2	ALMS1	+	73761951	73800551	2
chr2	ALS2	-	202589182	202587766	2
chr2	ALS2	-	202626541	202625604	13
chr11	AMBRA1	-	46570050	46439463	4
chr11	AMBRA1	-	46529920	46515158	3
chr11	AMBRA1	-	46534363	46515158	5
chr11	AMBRA1	-	46570050	46515158	2
chr6	AMD1	+	111208708	111211559	4
chr11	AMOTL1	+	94528177	94533477	2
chr11	AMOTL1	+	94532556	94533477	3
chr11	AMOTL1	+	94554696	94564707	2
chr1	AMY2B	+	104108057	104118162	2
chr4	ANAPC4	+	25398286	25411413	3
chr12	ANAPC7	-	110834257	110819557	2
chr8	ANGPT1	-	108315595	108296910	2
chr10	ANK3	-	61874089	61865663	3
chr17	ANKFY1	-	4139185	4109616	2
chr5	ANKH	-	14758707	14741936	3
chr5	ANKHD1	+	139818046	139825560	2
chr5	ANKHD1	+	139818046	139828890	3
chr5	ANKHD1	+	139818088	139825560	3
chr5	ANKHD1	+	139819704	139825560	4
chr5	ANKHD1	+	139819704	139828890	17
chr5	ANKHD1	+	139851824	139866645	2
chr5	ANKHD1-EIF4EBP3	+	139865174	139885454	2
chr5	ANKHD1-EIF4EBP3	+	139884406	139885454	2
chr5	ANKHD1-EIF4EBP3	+	139889222	139889766	3
chr7	ANKIB1	+	91924203	91936970	5
chr7	ANKIB1	+	91924203	91948826	6
chr7	ANKIB1	+	91924203	91957214	4
chr7	ANKIB1	+	91924203	91991587	2
chr7	ANKIB1	+	91972338	91981956	4
chr12	ANKLE2	-	133312098	133310971	2
chr12	ANKLE2	-	133331719	133324418	2
chr16	ANKRD11	-	89493477	89484692	2
chr16	ANKRD11	-	89497734	89484692	7
chr18	ANKRD12	+	9182380	9221997	51
chr18	ANKRD12	+	9195549	9221997	7
chr18	ANKRD12	+	9204474	9221997	5
chr18	ANKRD12	+	9208655	9221997	4
chr1	ANKRD13C	-	70781249	70757365	5
chr1	ANKRD13C	-	70766591	70758071	2
chr1	ANKRD13C	-	70781249	70758071	14
chr4	ANKRD17	-	73958017	73944359	3
chr4	ANKRD17	-	73958017	73950966	15
chr4	ANKRD17	-	73958017	73956384	48
chr4	ANKRD17	-	73991029	73981538	2
chr4	ANKRD17	-	73991029	73984405	3
chr10	ANKRD26	-	27306721	27301811	3
chr10	ANKRD26	-	27311616	27306431	2
chr10	ANKRD26	-	27337908	27326115	3
chr10	ANKRD26	-	27382728	27382278	2
chr5	ANKRD32	+	93964516	93966448	6
chr5	ANKRD32	+	93978978	93990457	3
chr2	ANKRD36	+	97866071	97873743	8
chr2	ANKRD36C	-	96525822	96516914	3
chr2	ANKRD36C	-	96525822	96517442	14
chr12	ANKS1B	-	99194903	99166820	2
chr12	ANKS1B	-	100175875	100166700	2
chr3	ANO10	-	43607219	43591212	2
chr3	ANO10	-	43621964	43616301	2
chr3	ANO10	-	43618753	43618184	2
chr3	ANO10	-	43647355	43640024	4
chr9	ANP32B	+	100756913	100760960	3
chr1	ANP32E	-	150204264	150202906	2
chr5	AP3B1	-	77425131	77385217	2
chr5	AP3B1	-	77461496	77385217	2
chr15	AP4E1	+	51240217	51250991	3
chr4	APBB2	-	41016415	41015600	2
chr11	API5	+	43349339	43357544	2
chr11	APIP	-	34910416	34904223	3
chr1	APITD1	+	10493899	10502498	3
chr2	APLF	+	68717322	68753374	6
chr2	APLF	+	68717322	68765359	7
chr2	APLF	+	68717322	68772444	11
chr11	APLP2	+	129979324	129980556	2
chr11	APLP2	+	129979324	129992408	4
chr21	APP	-	27354790	27326904	3
chr17	APPBP2	-	58577848	58571827	2
chr3	APPL1	+	57276884	57282379	6
chr3	APPL1	+	57276884	57301820	3
chr15	AQR	-	35219339	35207239	3
chr11	ARCN1	+	118454524	118455359	3
chr14	AREL1	-	75138186	75136352	4
chr12	ARF3	-	49334971	49333438	2
chr8	ARFGEF1	-	68189692	68178241	3
chr8	ARFGEF1	-	68214701	68211444	5
chr20	ARFGEF2	+	47557736	47570327	2
chr20	ARFGEF2	+	47557736	47615042	2
chr20	ARFGEF2	+	47570093	47580435	6
chr4	ARHGAP10	+	148778704	148803083	6
chr10	ARHGAP12	-	32199491	32197100	94
chr10	ARHGAP12	-	32211888	32197100	2
chr10	ARHGAP19	-	99023386	99006029	2
chr10	ARHGAP19	-	99025882	99019159	2
chr10	ARHGAP21	-	24918979	24908402	2
chr10	ARHGAP21	-	24924032	24908402	2
chr11	ARHGAP32	-	128936763	128932175	2
chr11	ARHGAP32	-	128994789	128963516	2
chr11	ARHGAP32	-	129034322	128963516	3
chr11	ARHGAP32	-	128994789	128993341	3
chr11	ARHGAP32	-	129034322	128993341	2
chr17	ARHGAP44	+	12812214	12832363	3
chr14	ARHGAP5	+	32559708	32563592	75
chr14	ARHGAP5	+	32559708	32586493	44
chr14	ARHGAP5	+	32586346	32621734	4
chr8	ARHGEF10	+	1824737	1893821	3
chr1	ARHGEF11	-	156955965	156946775	3
chr11	ARHGEF12	+	120276827	120278532	3
chr11	ARHGEF12	+	120276827	120302620	3
chr11	ARHGEF12	+	120310838	120317794	2
chr11	ARHGEF12	+	120343759	120348235	2
chr11	ARHGEF12	+	120345269	120348235	15
chr11	ARHGEF12	+	120346049	120348235	3
chr13	ARHGEF7	+	111857636	111885640	3
chr13	ARHGEF7	+	111870026	111896641	3
chrX	ARHGEF9	-	62926329	62917005	2
chr1	ARID1A	+	27056142	27059283	4
chr6	ARID1B	+	157150361	157157084	2
chr6	ARID1B	+	157357969	157406039	4
chr6	ARID1B	+	157405796	157431695	8
chr12	ARID2	+	46230372	46233279	3
chr12	ARID2	+	46230372	46254732	4
chr14	ARID4A	+	58785260	58796887	5
chr1	ARID4B	-	235424067	235392546	2
chr15	ARIH1	+	72810408	72848248	4
chr15	ARIH1	+	72810408	72853890	2
chr15	ARIH1	+	72837161	72864506	2
chr15	ARIH1	+	72855735	72862648	2
chr15	ARIH1	+	72855735	72864506	2
chr3	ARIH2	+	48960181	48965246	3
chr3	ARIH2	+	49016915	49017929	4
chr3	ARL13B	+	93714718	93722752	9
chr10	ARL3	-	104465246	104445573	2
chr3	ARL8B	+	5212188	5216099	2
chr3	ARMC8	+	137928659	137942575	2
chr1	ARNT	-	150799093	150788735	2
chr15	ARNT2	+	80750270	80767564	4
chr15	ARNT2	+	80762559	80767564	2
chr15	ARNT2	+	80806252	80847480	3
chr5	ARSB	-	78265015	78251118	3
chr17	ARSG	+	66303084	66303852	2
chr10	AS3MT	+	104632205	104634418	3
chr10	AS3MT	+	104636711	104650435	2
chr8	ASAP1	-	131181313	131146542	3
chr8	ASAP1	-	131181313	131164982	7
chr8	ASAP1	-	131193126	131164982	6
chr8	ASAP1	-	131374017	131370263	4
chr2	ASAP2	+	9458653	9468040	3
chr2	ASAP2	+	9490937	9508648	3
chr10	ASCC1	-	73973089	73956569	2
chr6	ASCC3	-	101100765	101094491	2
chr6	ASCC3	-	101173579	101163338	3
chr6	ASCC3	-	101215221	101163338	2
chr6	ASCC3	-	101253756	101214441	5
chr6	ASCC3	-	101296583	101214441	9
chr6	ASCC3	-	101253756	101246589	19
chr6	ASCC3	-	101296583	101246589	2
chr1	ASH1L	-	155340774	155340295	2
chr1	ASH1L	-	155365344	155340295	2
chr1	ASH1L	-	155429689	155340295	2
chr1	ASH1L	-	155429689	155365250	3
chr1	ASH1L	-	155408859	155385535	3
chr1	ASH1L	-	155429689	155385535	3
chr1	ASH1L	-	155408859	155408118	28
chr1	ASH1L	-	155429689	155408118	37
chr1	ASH1L	-	155452240	155447677	5
chr1	ASH1L	-	155491409	155447677	3
chr1	ASH1L	-	155491409	155490891	5
chr8	ASH2L	+	37971710	37976881	2
chr8	ASH2L	+	37971710	37978667	4
chr8	ASH2L	+	37971710	37993284	2
chr8	ASH2L	+	37985809	37986469	2
chr8	ASPH	-	62559437	62531537	2
chr8	ASPH	-	62566219	62531537	4
chr8	ASPH	-	62596747	62593527	26
chr20	ASXL1	+	30954187	30956926	5
chr18	ASXL3	+	31206837	31263532	2
chr8	ATAD2	-	124350061	124346118	2
chr8	ATAD2	-	124351686	124349865	9
chr2	ATAD2B	-	24111269	24033186	2
chr2	ATAD2B	-	24046439	24046128	5
chr2	ATAD2B	-	24118840	24080285	4
chr10	ATE1	-	123683844	123549684	4
chr10	ATE1	-	123683844	123596233	3
chr10	ATE1	-	123683844	123661906	4
chr10	ATE1	-	123683844	123670421	2
chr12	ATF1	+	51207793	51208222	2
chr1	ATF6	+	161816239	161833102	2
chr12	ATF7IP	+	14576843	14578407	7
chr12	ATF7IP	+	14576843	14579579	4
chr12	ATF7IP	+	14609495	14619524	2
chr5	ATG10	+	81548381	81550144	5
chr14	ATG2B	-	96813678	96807859	6
chr1	ATG4C	+	63269390	63286880	4
chr6	ATG5	-	106756366	106727536	2
chr2	ATL2	-	38546161	38536521	3
chr11	ATM	+	108098322	108100050	2
chr11	ATM	+	108098322	108106561	4
chr11	ATM	+	108098322	108206688	2
chr11	ATM	+	108119660	108124766	2
chr11	ATM	+	108119660	108128333	2
chr11	ATM	+	108150218	108206688	2
chr11	ATM	+	108170441	108192147	2
chr11	ATM	+	108186550	108188248	3
chr11	ATM	+	108186550	108202764	3
chr11	ATM	+	108186550	108206688	2
chr11	ATM	+	108198372	108202764	3
chr11	ATM	+	108199748	108202764	3
chrX	ATP11C	-	138908982	138897037	3
chr3	ATP13A3	-	194182965	194180200	5
chr3	ATP1B3	+	141622462	141626116	4
chr12	ATP2B1	-	90029028	90013776	4
chr12	ATP2B1	-	90049884	90049456	2
chr1	ATP2B4	+	203676137	203677232	3
chr3	ATP2C1	+	130649260	130660543	5
chr10	ATP5C1	+	7839010	7844817	24
chr17	ATP6V0A1	+	40639173	40653322	2
chr17	ATP6V0A1	+	40650942	40653322	2
chr8	ATP6V1H	-	54684727	54682178	2
chrX	ATP7A	+	77270159	77275895	3
chr20	ATP9A	-	50346517	50342358	5
chr18	ATP9B	+	76856476	76886375	4
chr18	ATP9B	+	76856476	76914555	4
chr18	ATP9B	+	76856476	76936907	2
chr18	ATP9B	+	76856476	76974038	2
chr18	ATP9B	+	76953183	76974038	2
chr10	ATRNL1	+	116879949	116889297	27
chr10	ATRNL1	+	116879949	116925405	14
chr10	ATRNL1	+	116879949	116931050	3
chr10	ATRNL1	+	116879949	116933204	4
chr10	ATRNL1	+	116879949	116975638	10
chr10	ATRNL1	+	116879949	116980261	3
chr10	ATRNL1	+	116879949	117001514	2
chr10	ATRNL1	+	116975455	117093929	2
chr10	ATRNL1	+	117221451	117228839	16
chr10	ATRNL1	+	117221485	117228839	2
chrX	ATRX	-	76814317	76812922	3
chrX	ATRX	-	76855049	76829715	3
chrX	ATRX	-	76912143	76907604	2
chr6	ATXN1	-	16328701	16326625	3
chr6	ATXN1	-	16754322	16586011	2
chr22	ATXN10	+	46085592	46098727	14
chr22	ATXN10	+	46085592	46114373	23
chr22	ATXN10	+	46085592	46136418	9
chr22	ATXN10	+	46096162	46114373	3
chr22	ATXN10	+	46096162	46125470	3
chr22	ATXN10	+	46096162	46136418	7
chr22	ATXN10	+	46125305	46136418	24
chr22	ATXN10	+	46189425	46202902	5
chr12	ATXN2	-	111948386	111947353	2
chr12	ATXN2	-	111990781	111947353	2
chr12	ATXN2	-	111993723	111951161	3
chr12	ATXN2	-	111990781	111962996	3
chr12	ATXN2	-	111993723	111990084	34
chr12	ATXN2	-	111993723	111991962	11
chr14	ATXN3	-	92548810	92537279	2
chr3	ATXN7	+	63884075	63898901	6
chr3	ATXN7	+	63884075	63938159	6
chr3	ATXN7	+	63898264	63898901	3
chr20	AURKA	-	54959380	54956489	9
chr20	AURKA	-	54961589	54956489	11
chr7	AVL9	+	32872620	32874531	2
chr16	AXIN1	-	397106	396148	4
chr17	AXIN2	-	63554854	63545638	2
chr8	AZIN1	-	103855975	103851878	2
chr1	B3GALNT2	-	235659618	235643370	3
chr13	B3GALTL	+	31789188	31803431	3
chr13	B3GALTL	+	31789188	31843414	3
chr20	B4GALT5	-	48257202	48256215	2
chr18	B4GALT6	-	29246335	29218607	4
chr19	BABAM1	+	17387304	17387718	5
chr21	BACE2	+	42598193	42629253	2
chr21	BACE2	+	42609440	42629253	2
chr21	BACH1	+	30677525	30702014	3
chr21	BACH1	+	30677525	30724134	2
chr21	BACH1	+	30693542	30702014	34
chr21	BACH1	+	30698380	30702014	12
chr21	BACH1	+	30698380	30724134	2
chr6	BAI3	+	69640451	69653886	2
chr6	BAI3	+	69943182	69949118	4
chr16	BANP	+	88008654	88017865	9
chr16	BANP	+	88061089	88071617	5
chr2	BARD1	-	215634036	215609791	11
chr2	BARD1	-	215646233	215609791	17
chr2	BARD1	-	215661841	215609791	7
chr2	BARD1	-	215646233	215617171	12
chr2	BARD1	-	215661841	215617171	8
chr2	BARD1	-	215646233	215632206	46
chr2	BARD1	-	215657169	215632206	4
chr2	BARD1	-	215661841	215632206	24
chr2	BARD1	-	215657169	215645284	3
chr2	BARD1	-	215661841	215645284	12
chr2	BARD1	-	215661841	215657021	2
chr14	BAZ1A	-	35252438	35245125	3
chr14	BAZ1A	-	35272194	35252968	3
chr14	BAZ1A	-	35272194	35269430	3
chr7	BAZ1B	-	72877429	72873866	3
chr7	BAZ1B	-	72884813	72873866	9
chr2	BAZ2B	-	160252345	160194078	2
chr2	BAZ2B	-	160310312	160303293	3
chr7	BBS9	+	33185854	33217203	11
chr7	BBS9	+	33388680	33427756	4
chr7	BBS9	+	33397467	33427756	2
chr3	BBX	+	107429299	107435696	13
chr3	BBX	+	107429299	107451870	5
chr1	BCAR3	-	94033408	94032836	4
chr17	BCAS3	+	58756814	58786686	4
chr12	BCAT1	-	24989530	24985657	2
chr22	BCL2L13	+	18171752	18185152	3
chr6	BCLAF1	-	136603825	136599003	4
chr5	BDP1	+	70797389	70808255	2
chr5	BDP1	+	70798426	70808255	6
chr6	BEND3	-	107420500	107419755	2
chr16	BFAR	+	14738131	14738466	4
chr2	BIRC6	+	32602656	32617218	3
chr2	BIRC6	+	32602656	32620661	14
chr2	BIRC6	+	32602656	32631625	9
chr2	BIRC6	+	32602656	32641231	7
chr2	BIRC6	+	32631567	32641231	2
chr2	BIRC6	+	32639837	32641231	14
chr2	BIRC6	+	32654214	32679010	2
chr2	BIRC6	+	32664576	32679010	2
chr2	BIRC6	+	32698180	32702651	2
chr2	BIRC6	+	32698180	32712868	4
chr2	BIRC6	+	32703703	32707650	3
chr2	BIRC6	+	32703703	32718734	2
chr2	BIRC6	+	32713655	32718734	3
chr2	BIRC6	+	32832522	32836649	4
chr4	BMP2K	+	79747191	79772210	8
chr4	BMP2K	+	79747191	79793952	2
chr4	BMP2K	+	79747191	79800045	2
chr10	BMPR1A	+	88598622	88635842	4
chr4	BMPR1B	+	96025559	96046272	3
chr4	BMPR1B	+	96025559	96052663	6
chr4	BMPR1B	+	96044961	96052663	2
chr2	BMPR2	+	203329532	203332412	38
chr2	BMPR2	+	203329532	203384924	2
chr2	BMPR2	+	203419975	203421254	7
chr3	BOC	+	112968569	112969680	15
chr4	BOD1L1	-	13589395	13578462	2
chr17	BPTF	+	65850056	65850878	4
chr17	BPTF	+	65905698	65914954	3
chr17	BPTF	+	65924471	65928135	2
chr17	BPTF	+	65941525	65972074	22
chr7	BRAF	-	140494267	140476712	2
chr7	BRAF	-	140508795	140494108	3
chr12	BRAP	+	112086984	112087575	3
chr17	BRCA1	-	41215968	41199660	2
chr17	BRCA1	-	41209152	41201138	3
chr17	BRCA1	-	41226538	41219625	2
chr5	BRD8	-	137488449	137476394	2
chr17	BRIP1	-	59861785	59793312	2
chr17	BRIP1	-	59857762	59853762	16
chr5	BRIX1	+	34918469	34923339	2
chr5	BRIX1	+	34922322	34923339	3
chr1	BROX	+	222897434	222903519	2
chr21	BRWD1	-	40601362	40574251	2
chr21	BRWD1	-	40584633	40578034	12
chr21	BRWD1	-	40590586	40578034	2
chr21	BRWD1	-	40601362	40578034	10
chr21	BRWD1	-	40601362	40590078	3
chr21	BRWD1	-	40622815	40604103	3
chr21	BRWD1	-	40630598	40619627	2
chrX	BRWD3	-	79975155	79962926	10
chr10	BTAF1	+	93699709	93702325	2
chr10	BTAF1	+	93716982	93768032	3
chr10	BTAF1	+	93751876	93757508	2
chr10	BTAF1	+	93751876	93768032	2
chr10	BTAF1	+	93754292	93757508	4
chr10	BTAF1	+	93754292	93768032	21
chr10	BTAF1	+	93756126	93757508	4
chr11	BTBD10	-	13443385	13435077	24
chr11	BTBD10	-	13466728	13435077	9
chr14	BTBD7	-	93761283	93760204	8
chr14	BTBD7	-	93762503	93760204	26
chr6	BTBD9	-	38565897	38545376	3
chr6	BTBD9	-	38567784	38545376	2
chr2	BUB1	-	111419418	111406811	2
chr2	BUB1	-	111427130	111423840	3
chr15	BUB1B	+	40475915	40494895	2
chr11	C11orf30	+	76162902	76183884	2
chr11	C11orf30	+	76174865	76183884	9
chr11	C11orf30	+	76224430	76239510	3
chr11	C11orf30	+	76234199	76248994	2
chr11	C11orf54	+	93480463	93493024	2
chr11	C11orf80	+	66523824	66529921	3
chr11	C11orf80	+	66583524	66595835	3
chr12	C12orf45	+	105385490	105389804	4
chr15	C15orf41	+	36983886	37002162	2
chr16	C16orf62	+	19627436	19628130	2
chr16	C16orf62	+	19627436	19641142	2
chr16	C16orf62	+	19627436	19659204	3
chr17	C17orf80	+	71231615	71233134	6
chr17	C17orf85	-	3719564	3717616	3
chr17	C17orf85	-	3725346	3721557	3
chr7	C1GALT1	+	7273934	7283381	2
chr1	C1orf101	+	244715624	244724447	2
chr1	C1orf50	+	43239234	43241150	5
chr12	C2CD5	-	22659753	22622643	2
chr2	C2orf15	+	99802640	99812219	4
chr2	C2orf15	-	99921208	99919153	2
chr2	C2orf42	-	70409129	70387757	2
chr2	C2orf42	-	70409129	70396689	2
chr2	C2orf42	-	70409129	70402805	2
chr2	C2orf42	-	70409129	70406664	6
chr2	C2orf42	-	70469140	70451686	2
chr3	C3orf58	+	143704385	143704688	2
chr3	C3orf58	+	143704385	143708679	24
chr4	C4orf21	-	113506881	113483527	13
chr4	C4orf21	-	113511030	113483527	9
chr4	C4orf21	-	113545032	113483527	3
chr4	C4orf21	-	113541346	113527164	2
chr4	C4orf21	-	113541346	113530535	6
chr5	C5orf42	-	37224842	37213661	2
chr5	C5orf42	-	37239971	37226406	2
chr6	C6orf106	-	34614575	34574332	3
chr6	C6orf106	-	34622556	34614378	2
chr6	C6orf136	+	30618771	30619243	2
chr7	C7orf55-LUC7L2	+	139083345	139092096	3
chr7	C7orf55-LUC7L2	+	139083345	139094400	7
chr8	C8orf76	-	124251384	124243540	3
chr9	C9orf3	+	97686268	97718297	3
chr9	C9orf41	-	77632364	77611363	3
chr9	C9orf41	-	77632364	77631184	2
chr9	C9orf84	+	114549073	114550227	16
chr1	CACHD1	+	65131740	65141666	6
chr11	CADM1	-	115111140	115080294	32
chr3	CADM2	+	85851197	86028433	3
chr10	CAMK1D	+	12442015	12445368	8
chr5	CAMLG	+	134076753	134079742	12
chr9	CAMSAP1	-	138754454	138741983	2
chr9	CAMSAP1	-	138758382	138741983	12
chr9	CAMSAP1	-	138774924	138741983	23
chr9	CAMSAP1	-	138774924	138758302	7
chr9	CAMSAP1	-	138774924	138773479	232
chr1	CAMSAP2	+	200729967	200784772	2
chr1	CAMTA1	+	6867043	6885270	7
chr1	CAMTA1	+	6880241	6913249	2
chr1	CAMTA1	+	6880241	6948959	4
chr5	CANX	+	179132680	179136060	3
chr5	CANX	+	179132680	179137066	5
chr5	CANX	+	179132680	179147561	2
chr5	CANX	+	179136874	179143295	5
chr5	CANX	+	179136874	179147561	6
chr3	CAPN7	+	15274026	15282360	2
chr11	CAPRIN1	+	34093273	34098189	14
chr11	CAPRIN1	+	34097783	34098189	2
chr11	CAPRIN1	+	34110942	34113603	4
chr11	CAPRIN1	+	34111726	34113603	5
chr12	CAPRIN2	-	30906493	30863382	2
chr1	CAPZA1	+	113196220	113209767	2
chr19	CARD8	-	48744320	48733695	2
chr19	CARD8	-	48744320	48734917	3
chr2	CARF	+	203817282	203820481	3
chr16	CARHSP1	-	8953192	8952207	2
chr13	CARKD	+	111274563	111276626	3
chr15	CASC4	+	44620883	44630515	4
chr15	CASC4	+	44620883	44673174	2
chr15	CASC4	+	44624186	44630515	3
chr15	CASC4	+	44705534	44706813	3
chr15	CASC5	+	40920268	40943017	3
chr7	CASD1	+	94173723	94183887	3
chrX	CASK	-	41530783	41519692	5
chr6	CASP8AP2	+	90571845	90581107	16
chr20	CBFA2T2	+	32207323	32211102	5
chr16	CBFB	+	67070542	67116211	4
chr11	CBL	+	119142445	119145663	2
chr11	CBL	+	119144578	119145663	4
chr11	CBL	+	119155679	119156276	3
chr3	CBLB	-	105404310	105389077	3
chr3	CBLB	-	105495386	105452853	3
chr7	CBX3	+	26245988	26248175	5
chr10	CCAR1	+	70482212	70525836	3
chr10	CCAR1	+	70497602	70502326	4
chr10	CCAR1	+	70513609	70532856	2
chr7	CCDC126	+	23650790	23651172	28
chr7	CCDC132	+	92881966	92940584	3
chr7	CCDC132	+	92900532	92940584	3
chr7	CCDC132	+	92921015	92940584	3
chr22	CCDC134	+	42204879	42206295	7
chr22	CCDC134	+	42204879	42209826	12
chr2	CCDC138	+	109404488	109432561	2
chr2	CCDC138	+	109405308	109473426	2
chr2	CCDC138	+	109408131	109429383	3
chr2	CCDC138	+	109408136	109432561	2
chr2	CCDC138	+	109455641	109473426	2
chr2	CCDC138	+	109463194	109473426	4
chr3	CCDC14	-	123667979	123649949	14
chr3	CCDC14	-	123667979	123652520	3
chr2	CCDC150	+	197521357	197565904	3
chr1	CCDC18	+	93683295	93692006	3
chr1	CCDC18	+	93687166	93730458	4
chr12	CCDC41	-	94797038	94769662	2
chr3	CCDC50	+	191074877	191078948	3
chr3	CCDC50	+	191074877	191098721	2
