chrom	gene	strand	startUpBSE	endDownBSE	coverage
chr1	RERE	-	8716500	8716032	85
chr1	CTNNBIP1	-	9938047	9931245	4
chr1	LZIC	-	9992956	9982244	3
chr1	LZIC	-	9994918	9991949	41
chr1	LZIC	-	9995685	9991949	41
chr1	LZIC	-	9996685	9991949	4
chr1	NMNAT1	+	10032076	10041228	17
chr1	UBE4B	+	10155519	10165802	14
chr1	UBE4B	+	10192427	10197263	2
chr1	UBE4B	+	10192427	10218540	2
chr1	UBE4B	+	10195046	10197263	8
chr1	UBE4B	+	10204998	10211619	5
chr1	UBE4B	+	10204998	10218540	4
chr1	UBE4B	+	10209242	10211619	5
chr1	UBE4B	+	10209242	10221344	9
chr1	KIF1B	+	10292308	10338186	6
chr1	KIF1B	+	10316305	10322028	10
chr1	KIF1B	+	10318551	10320288	6
chr1	KIF1B	+	10318551	10328321	4
chr1	KIF1B	+	10318551	10336457	2
chr1	KIF1B	+	10318551	10342591	3
chr1	KIF1B	+	10321963	10332364	4
chr1	KIF1B	+	10327438	10328321	7
chr1	KIF1B	+	10331560	10335561	4
chr1	KIF1B	+	10331560	10336457	4
chr1	KIF1B	+	10331560	10338186	2
chr1	KIF1B	+	10335486	10342591	8
chr1	KIF1B	+	10335486	10357304	5
chr1	KIF1B	+	10342380	10351219	3
chr1	KIF1B	+	10342380	10397261	2
chr1	KIF1B	+	10351140	10357304	7
chr1	KIF1B	+	10380101	10403345	5
chr1	KIF1B	+	10380101	10436734	5
chr1	KIF1B	+	10396715	10408791	2
chr1	KIF1B	+	10402108	10408791	4
chr1	KIF1B	+	10407819	10408791	19
chr1	KIF1B	+	10407819	10412794	2
chr1	KIF1B	+	10420987	10435431	4
chr1	KIF1B	+	10423341	10425706	18
chr1	KIF1B	+	10423341	10431320	4
chr1	KIF1B	+	10423341	10435431	5
chr1	KIF1B	+	10425158	10425706	7
chr1	KIF1B	+	10431199	10435431	5
chr1	PGD	+	10463128	10464336	4
chr1	APITD1	+	10493899	10502498	3
chr1	APITD1	+	10500404	10502498	4
chr1	EXOSC10	-	11137005	11130957	8
chr1	EXOSC10	-	11134383	11133991	3
chr1	MTOR	-	11182183	11181152	3
chr1	MTOR	-	11193254	11184555	10
chr1	MTOR	-	11270963	11259315	2
chr1	MTOR	-	11292585	11288725	5
chr1	PTCHD2	+	11561047	11562954	11
chr1	DRAXIN	+	11771908	11775265	2
chr1	MFN2	+	12061458	12062160	18
chr1	VPS13D	+	12335882	12338095	24
chr1	VPS13D	+	12359259	12368698	15
chr1	VPS13D	+	12359259	12382803	2
chr1	VPS13D	+	12368488	12371982	2
chr1	VPS13D	+	12378129	12382803	2
chr1	VPS13D	+	12378129	12383837	2
chr1	VPS13D	+	12381866	12395884	2
chr1	VPS13D	+	12382593	12389975	3
chr1	VPS13D	+	12422776	12433913	5
chr1	VPS13D	+	12460238	12476880	7
chr1	VPS13D	+	12516054	12520451	2
chr1	DHRS3	-	12639440	12638746	4
chr1	PRDM2	+	14042036	14068652	13
chr1	PRDM2	+	14042036	14075982	15
chr1	PRDM2	+	14057495	14068652	29
chr1	PRDM2	+	14057495	14075982	15
chr1	PRDM2	+	14095534	14099683	3
chr1	PRDM2	+	14099573	14109326	12
chr1	KAZN	+	14941645	14942669	2
chr1	DNAJC16	+	15860732	15863309	21
chr1	DNAJC16	+	15860732	15873366	7
chr1	DDI2	+	15956820	15970145	3
chr1	DDI2	+	15956820	15978390	10
chr1	DDI2	+	15964802	15978390	2
chr1	PLEKHM2	+	16044388	16047883	18
chr1	PLEKHM2	+	16046229	16047883	2
chr1	SPEN	+	16199311	16203173	42
chr1	SPEN	+	16235816	16237796	2
chr1	SPEN	+	16237596	16242774	12
chr1	SPEN	+	16242623	16248844	2
chr1	SPEN	+	16263658	16264501	2
chr1	FBXO42	-	16643066	16621278	4
chr1	FBXO42	-	16643152	16621278	2
chr1	FBXO42	-	16641930	16632298	7
chr1	FBXO42	-	16643066	16632298	2
chr1	NBPF1	-	16893846	16891302	77
chr1	NBPF1	-	16918551	16907240	4
chr1	ARHGEF10L	+	17907048	17914974	7
chr1	UBR4	-	19501527	19497256	4
chr1	UBR4	-	19514034	19503086	4
chr1	UBR4	-	19514034	19510305	4
chr1	UBR4	-	19523759	19519927	6
chr1	OTUD3	+	20216878	20234369	2
chr1	OTUD3	+	20224033	20234369	2
chr1	PINK1-AS	-	20975846	20974808	2
chr1	KIF17	-	21031392	21024872	6
chr1	HP1BP3	-	21103243	21071237	18
chr1	HP1BP3	-	21107033	21071237	29
chr1	HP1BP3	-	21100103	21074037	2
chr1	HP1BP3	-	21100103	21076216	47
chr1	HP1BP3	-	21100103	21083659	91
chr1	HP1BP3	-	21103243	21083659	53
chr1	HP1BP3	-	21103289	21083659	5
chr1	HP1BP3	-	21107033	21083659	5
chr1	HP1BP3	-	21100103	21091870	26
chr1	HP1BP3	-	21103243	21091870	13
chr1	HP1BP3	-	21107033	21091870	4
chr1	HP1BP3	-	21103243	21094077	9
chr1	HP1BP3	-	21100103	21097423	30
chr1	EIF4G3	-	21139732	21137231	2
chr1	EIF4G3	-	21191755	21167349	16
chr1	EIF4G3	-	21188825	21183896	2
chr1	EIF4G3	-	21212864	21183896	3
chr1	EIF4G3	-	21212864	21188721	4
chr1	EIF4G3	-	21212864	21205816	2
chr1	EIF4G3	-	21268823	21205816	5
chr1	EIF4G3	-	21231464	21220010	3
chr1	EIF4G3	-	21268823	21220010	60
chr1	EIF4G3	-	21308901	21220010	2
chr1	EIF4G3	-	21268823	21267984	14
chr1	EIF4G3	-	21276601	21267984	2
chr1	EIF4G3	-	21276604	21267984	3
chr1	EIF4G3	-	21299592	21267984	2
chr1	EIF4G3	-	21307720	21267984	11
chr1	EIF4G3	-	21308901	21276496	4
chr1	EIF4G3	-	21329301	21276496	6
chr1	EIF4G3	-	21306941	21295967	9
chr1	EIF4G3	-	21307720	21295967	41
chr1	EIF4G3	-	21308901	21295967	17
chr1	EIF4G3	-	21329301	21295967	54
chr1	EIF4G3	-	21437876	21295967	3
chr1	EIF4G3	-	21307720	21306827	5
chr1	EIF4G3	-	21329301	21306827	13
chr1	EIF4G3	-	21329301	21324094	10
chr1	EIF4G3	-	21377487	21324094	5
chr1	EIF4G3	-	21437876	21324094	11
chr1	EIF4G3	-	21329301	21327692	6
chr1	EIF4G3	-	21437876	21327692	2
chr1	EIF4G3	-	21437876	21329206	13
chr1	EIF4G3	-	21415706	21377359	16
chr1	EIF4G3	-	21437876	21377359	13
chr1	EIF4G3	-	21437876	21415631	8
chr1	ECE1	-	21616649	21599192	5
chr1	NBPF3	+	21797125	21800078	3
chr1	USP48	-	22021714	22007301	5
chr1	USP48	-	22048257	22007301	4
chr1	USP48	-	22050588	22007301	2
chr1	USP48	-	22048257	22030755	2
chr1	USP48	-	22048257	22041882	10
chr1	USP48	-	22050588	22041882	18
chr1	USP48	-	22056325	22041882	7
chr1	USP48	-	22048257	22047529	5
chr1	USP48	-	22084276	22073560	2
chr1	USP48	-	22078108	22074631	7
chr1	USP48	-	22084276	22074631	2
chr1	CDC42	+	22404922	22413359	22
chr1	CDC42	+	22404922	22417994	4
chr1	ZBTB40	+	22816373	22818026	12
chr1	EPHB2	+	23107914	23111569	21
chr1	EPHB2	+	23189530	23191705	3
chr1	KDM1A	+	23356936	23377013	4
chr1	KDM1A	+	23356962	23370979	5
chr1	KDM1A	+	23356962	23377013	193
chr1	KDM1A	+	23356962	23380332	5
chr1	KDM1A	+	23356962	23385660	63
chr1	KDM1A	+	23356962	23395644	2
chr1	KDM1A	+	23356962	23366927	2
chr1	KDM1A	+	23370920	23385660	4
chr1	KDM1A	+	23376880	23384058	7
chr1	KDM1A	+	23376880	23385660	23
chr1	KDM1A	+	23380254	23384058	3
chr1	KDM1A	+	23381562	23384058	4
chr1	KDM1A	+	23381562	23395644	19
chr1	KDM1A	+	23397718	23398690	5
chr1	HNRNPR	-	23667510	23648021	3
chr1	TCEB3	+	24075511	24080950	3
chr1	TCEB3	+	24077335	24079008	4
chr1	HMGCL	-	24147083	24130890	4
chr1	HMGCL	-	24147083	24140680	5
chr1	SRRM1	+	24973158	24975520	4
chr1	TMEM50A	+	25666965	25678184	7
chr1	TMEM50A	+	25666965	25683344	2
chr1	TMEM57	+	25773253	25785383	8
chr1	TMEM57	+	25775299	25783322	7
chr1	TMEM57	+	25775299	25785383	8
chr1	CEP85	+	26566253	26586293	4
chr1	CEP85	+	26584088	26586293	12
chr1	CEP85	+	26594974	26596105	6
chr1	DHDDS	-	26789924	26765968	2
chr1	DHDDS	+	26772807	26774151	4
chr1	DHDDS	+	26772807	26786635	7
chr1	DHDDS	-	26789924	26783658	5
chr1	ARID1A	+	27056142	27059283	14
chr1	ARID1A	+	27087347	27089776	6
chr1	GPN2	-	27212624	27210616	2
chr1	NUDC	+	27269151	27269556	42
chr1	SLC9A1	-	27436268	27432376	5
chr1	SLC9A1	-	27440777	27440317	4
chr1	STX12	+	28116073	28120143	11
chr1	STX12	+	28136757	28146243	3
chr1	PPP1R8	+	28165210	28169841	4
chr1	PPP1R8	+	28167525	28169841	3
chr1	EYA3	-	28330930	28315046	3
chr1	EYA3	-	28343750	28337458	6
chr1	EYA3	-	28374937	28354300	4
chr1	EYA3	-	28374937	28362055	16
chr1	EYA3	-	28384605	28362055	20
chr1	PHACTR4	+	28733921	28734646	3
chr1	PHACTR4	+	28785596	28786803	5
chr1	PHACTR4	+	28785596	28793279	6
chr1	PHACTR4	+	28785596	28807116	3
chr1	PHACTR4	+	28800066	28802803	3
chr1	PHACTR4	+	28800066	28807116	3
chr1	PHACTR4	+	28802619	28807116	4
chr1	PHACTR4	+	28802619	28817524	2
chr1	PHACTR4	+	28802624	28807116	5
chr1	PHACTR4	+	28806963	28817524	2
chr1	PHACTR4	+	28817463	28819603	6
chr1	PHACTR4	+	28818162	28823184	4
chr1	TAF12	-	28948677	28931884	6
chr1	GMEB1	+	29010095	29023596	5
chr1	GMEB1	+	29010095	29023603	4
chr1	YTHDF2	+	29068915	29070498	19
chr1	EPB41	+	29313943	29314417	29
chr1	EPB41	+	29313943	29315947	2
chr1	EPB41	+	29313943	29323831	20
chr1	EPB41	+	29313943	29365938	2
chr1	EPB41	+	29313943	29391670	5
chr1	EPB41	+	29319842	29344954	5
chr1	EPB41	+	29338377	29365938	3
chr1	EPB41	+	29342204	29344954	2
chr1	EPB41	+	29362338	29365938	14
chr1	EPB41	+	29362338	29379824	8
chr1	EPB41	+	29362338	29391670	8
chr1	SRSF4	-	29475738	29474592	3
chr1	SRSF4	-	29476704	29474592	2
chr1	SRSF4	-	29481422	29474592	21
chr1	SRSF4	-	29481422	29481208	7
chr1	PUM1	-	31454252	31437521	4
chr1	PUM1	-	31468067	31437521	5
chr1	PUM1	-	31455487	31452909	9
chr1	PUM1	-	31479949	31452909	4
chr1	PUM1	-	31468067	31465237	66
chr1	PUM1	-	31479946	31465237	15
chr1	PUM1	-	31479949	31465237	33
chr1	PUM1	-	31479949	31478700	5
chr1	PUM1	-	31532424	31532051	12
chr1	NKAIN1	-	31661034	31656664	17
chr1	SNRNP40	-	31764853	31740718	6
chr1	ZCCHC17	+	31782891	31811895	3
chr1	ZCCHC17	+	31782891	31821821	3
chr1	ZCCHC17	+	31810022	31821821	34
chr1	ZCCHC17	+	31811804	31821821	2
chr1	ZCCHC17	+	31819487	31821821	2
chr1	PTP4A2	-	32385259	32373262	12
chr1	PTP4A2	-	32385259	32377297	4
chr1	PTP4A2	-	32385259	32381492	4
chr1	PTP4A2	-	32385259	32381496	181
chr1	KHDRBS1	+	32495899	32498935	17
chr1	KHDRBS1	+	32495899	32504220	10
chr1	KHDRBS1	+	32495899	32505174	6
chr1	KHDRBS1	+	32495899	32510991	41
chr1	KHDRBS1	+	32502511	32504220	17
chr1	KHDRBS1	+	32502511	32505174	6
chr1	TMEM39B	+	32557276	32566163	7
chr1	TMEM39B	+	32560385	32566163	4
chr1	KPNA6	+	32620189	32625132	6
chr1	KPNA6	+	32628836	32632897	3
chr1	TXLNA	+	32653555	32655850	4
chr1	EIF3I	+	32694100	32694809	2
chr1	HDAC1	+	32792540	32793278	5
chr1	RP1-27O5.3	+	33019060	33060824	4
chr1	ZBTB8A	+	33058532	33059355	37
chr1	ZBTB8A	+	33058532	33060824	6
chr1	ZBTB8OS	-	33099711	33097428	2
chr1	RBBP4	+	33127847	33139181	3
chr1	RBBP4	+	33133826	33138502	9
chr1	RBBP4	+	33133826	33146215	12
chr1	YARS	-	33276658	33272083	6
chr1	S100PBP	+	33290914	33295668	3
chr1	RNF19B	-	33415375	33403998	4
chr1	RNF19B	-	33415375	33407853	8
chr1	RNF19B	-	33415375	33409620	9
chr1	RNF19B	-	33415375	33413823	35
chr1	AK2	-	33480195	33478808	4
chr1	ZNF362	+	33760538	33760906	29
chr1	CSMD2	-	34209207	34204741	2
chr1	CSMD2	-	34276465	34238170	4
chr1	ZMYM6	-	35480763	35457835	4
chr1	ZMYM6	-	35480763	35469569	2
chr1	ZMYM1	+	35559515	35576048	2
chr1	ZMYM1	+	35564952	35576048	3
chr1	ZMYM1	+	35569896	35578782	2
chr1	SFPQ	-	35653691	35643590	3
chr1	ZMYM4	+	35790961	35827390	15
chr1	ZMYM4	+	35824526	35827390	230
chr1	ZMYM4	+	35824526	35836228	2
chr1	ZMYM4	+	35824526	35855699	3
chr1	ZMYM4	+	35824526	35827867	4
chr1	ZMYM4	+	35846860	35847359	8
chr1	ZMYM4	+	35846860	35854683	50
chr1	ZMYM4	+	35846860	35855699	34
chr1	ZMYM4	+	35846860	35859340	4
chr1	ZMYM4	+	35846860	35873760	7
chr1	ZMYM4	+	35846860	35881315	3
chr1	ZMYM4	+	35851043	35854683	3
chr1	ZMYM4	+	35854511	35855699	8
chr1	ZMYM4	+	35857813	35865177	24
chr1	ZMYM4	+	35862153	35865177	3
chr1	ZMYM4	+	35870624	35873760	3
chr1	ZMYM4	+	35870624	35881315	4
chr1	ZMYM4	+	35879573	35881315	9
chr1	KIAA0319L	-	35944813	35936464	28
chr1	KIAA0319L	-	35944813	35940406	20
chr1	KIAA0319L	-	35944813	35944567	8
chr1	AGO4	+	36282483	36299775	3
chr1	AGO4	+	36282483	36301594	5
chr1	AGO4	+	36288463	36292436	2
chr1	AGO4	+	36290914	36301594	5
chr1	AGO4	+	36297028	36301594	6
chr1	AGO4	+	36306766	36307351	2
chr1	AGO4	+	36306766	36315859	2
chr1	AGO4	+	36306766	36316654	6
chr1	AGO1	+	36367075	36367938	3
chr1	AGO1	+	36372536	36384024	3
chr1	AGO3	+	36432556	36439112	2
chr1	AGO3	+	36437625	36450149	2
chr1	AGO3	+	36469942	36475195	4
chr1	AGO3	+	36469942	36479649	4
chr1	AGO3	+	36469942	36492899	2
chr1	AGO3	+	36501778	36506042	3
chr1	AGO3	+	36501778	36509149	2
chr1	AGO3	+	36505391	36506042	2
chr1	AGO3	+	36505391	36509149	4
chr1	STK40	-	36828257	36823840	2
chr1	STK40	-	36828257	36826822	6
chr1	GRIK3	-	37356697	37346235	6
chr1	GNL2	-	38053096	38047824	4
chr1	GNL2	-	38054683	38052912	2
chr1	INPP5B	-	38339760	38332131	6
chr1	AKIRIN1	+	39463843	39466778	4
chr1	MACF1	+	39752958	39753234	2
chr1	MACF1	+	39775242	39776672	2
chr1	MACF1	+	39775242	39784287	4
chr1	MACF1	+	39788280	39815299	5
chr1	MACF1	+	39796875	39803003	3
chr1	MACF1	+	39806174	39806625	4
chr1	MACF1	+	39815150	39854330	10
chr1	MACF1	+	39816457	39824936	14
chr1	MACF1	+	39826465	39833986	2
chr1	MACF1	+	39833820	39847824	6
chr1	MACF1	+	39835702	39838268	6
chr1	MACF1	+	39844133	39854330	3
chr1	MACF1	+	39851106	39854330	11
chr1	MACF1	+	39898207	39901433	2
chr1	MACF1	+	39900086	39905172	5
chr1	MACF1	+	39904946	39905172	3
chr1	MACF1	+	39910334	39914435	4
chr1	MACF1	+	39916724	39926466	4
chr1	TRIT1	-	40313769	40306807	2
chr1	TRIT1	-	40315933	40306807	3
chr1	TRIT1	-	40323089	40306807	10
chr1	TRIT1	-	40323089	40307360	3
chr1	TRIT1	-	40323089	40307389	2
chr1	TRIT1	-	40323089	40319642	3
chr1	MFSD2A	+	40422759	40424497	5
chr1	CAP1	+	40529899	40530231	5
chr1	PPT1	-	40558179	40555082	3
chr1	RLF	+	40654727	40661436	3
chr1	RLF	+	40654727	40668286	90
chr1	RLF	+	40654727	40688382	9
chr1	RLF	+	40656444	40668286	15
chr1	ZMPSTE24	+	40733458	40737707	10
chr1	SMAP2	+	40869356	40875507	6
chr1	SMAP2	+	40872408	40875507	8
chr1	SMAP2	+	40872408	40882768	8
chr1	SMAP2	+	40872408	40887786	3
chr1	SMAP2	+	40878688	40882768	3
chr1	EXO5	+	40980187	40981590	10
chr1	RIMS3	-	41113514	41107381	2
chr1	CTPS1	+	41463066	41466789	4
chr1	SCMH1	-	41514562	41512079	3
chr1	SCMH1	-	41541123	41512079	10
chr1	SCMH1	-	41541123	41536267	125
chr1	SCMH1	-	41582682	41536267	2
chr1	SCMH1	-	41608784	41536267	6
chr1	SCMH1	-	41627104	41536267	5
chr1	SCMH1	-	41582682	41575231	3
chr1	SCMH1	-	41582682	41578955	24
chr1	SCMH1	-	41608784	41578955	41
chr1	SCMH1	-	41617356	41578955	3
chr1	SCMH1	-	41608784	41608550	2
chr1	SCMH1	-	41617356	41608550	5
chr1	SCMH1	-	41618413	41608550	3
chr1	SCMH1	-	41660071	41651793	6
chr1	HIVEP3	-	42050989	42041215	6
chr1	HIVEP3	-	42314760	42312054	8
chr1	HIVEP3	-	42314827	42313778	6
chr1	FOXJ3	-	42744343	42693554	6
chr1	FOXJ3	-	42776781	42693554	9
chr1	FOXJ3	-	42789498	42693554	2
chr1	FOXJ3	-	42744343	42730786	37
chr1	FOXJ3	-	42744455	42730786	41
chr1	FOXJ3	-	42776781	42730786	12
chr1	CCDC30	+	42946132	42964587	21
chr1	CCDC30	+	42946132	43002272	2
chr1	CCDC30	+	42948334	42964587	11
chr1	LEPRE1	-	43225061	43220540	6
chr1	C1orf50	+	43239212	43241150	2
chr1	C1orf50	+	43239234	43241150	22
chr1	SLC2A1-AS1	+	43435920	43439859	3
chr1	WDR65	+	43663224	43665174	3
chr1	SZT2	+	43868848	43870221	2
chr1	KDM4A	+	44137176	44149475	6
chr1	ST3GAL3	+	44386076	44386600	3
chr1	ST3GAL3	+	44386076	44387310	16
chr1	SLC6A9	-	44474295	44474025	4
chr1	ERI3	-	44785416	44750507	8
chr1	ERI3	-	44804994	44750507	14
chr1	ERI3	-	44785416	44773982	4
chr1	ERI3	-	44804994	44773982	25
chr1	ERI3	-	44804994	44778841	2
chr1	ERI3	-	44804994	44785300	4
chr1	ZSWIM5	-	45501971	45499984	3
chr1	ZSWIM5	-	45553909	45553553	42
chr1	MUTYH	-	45800183	45794942	2
chr1	MUTYH	-	45800183	45796188	8
chr1	NASP	+	46079768	46082065	3
chr1	NASP	+	46080685	46082065	2
chr1	GPBP1L1	-	46106075	46093932	5
chr1	GPBP1L1	-	46108171	46105882	14
chr1	GPBP1L1	-	46120991	46105882	2
chr1	GPBP1L1	-	46126897	46124700	26
chr1	MAST2	+	46348036	46425149	4
chr1	MAST2	+	46376712	46425149	3
chr1	MAST2	+	46379427	46425149	5
chr1	MAST2	+	46383011	46463471	3
chr1	MAST2	+	46463396	46476611	3
chr1	PIK3R3	-	46546422	46509326	13
chr1	PIK3R3	-	46531851	46521467	5
chr1	PIK3R3	-	46532763	46521467	2
chr1	PIK3R3	-	46546422	46521467	83
chr1	PIK3R3	-	46546422	46527380	3
chr1	PIK3R3	-	46546422	46527601	18
chr1	PIK3R3	-	46546422	46543187	6
chr1	PIK3R3	-	46597628	46543187	2
chr1	LRRC41	-	46752171	46751034	3
chr1	NSUN4	+	46812593	46818700	2
chr1	ATPAF1	-	47101642	47098431	6
chr1	EFCAB14	-	47157609	47148972	4
chr1	STIL	-	47748131	47745913	7
chr1	STIL	-	47767420	47761437	3
chr1	CMPK1	+	47834141	47838779	4
chr1	CMPK1	+	47834141	47840965	21
chr1	SPATA6	-	48825442	48771459	8
chr1	SPATA6	-	48825442	48821342	37
chr1	SPATA6	-	48869554	48821342	12
chr1	SPATA6	-	48878823	48821342	4
chr1	SPATA6	-	48869554	48821390	2
chr1	SPATA6	-	48869554	48850981	5
chr1	SPATA6	-	48869554	48860939	5
chr1	SPATA6	-	48877260	48860939	3
chr1	SPATA6	-	48918803	48917224	4
chr1	AGBL4	-	49056657	49011726	4
chr1	AGBL4	-	49219861	49201911	2
chr1	FAF1	-	51001129	50956260	4
chr1	FAF1	-	51032903	51001041	2
chr1	FAF1	-	51050483	51001041	7
chr1	FAF1	-	51061888	51005264	3
chr1	FAF1	-	51061888	51032749	14
chr1	FAF1	-	51061888	51048290	5
chr1	FAF1	-	51210447	51121114	6
chr1	FAF1	-	51210447	51171458	2
chr1	FAF1	-	51218195	51171458	2
chr1	FAF1	-	51267349	51253672	3
chr1	RNF11	+	51736823	51737145	3
chr1	EPS15	-	51868197	51860053	2
chr1	EPS15	-	51875368	51860053	3
chr1	EPS15	-	51913807	51860053	2
chr1	EPS15	-	51874004	51868107	37
chr1	EPS15	-	51874004	51871577	21
chr1	OSBPL9	+	52179675	52231653	3
chr1	OSBPL9	+	52214041	52231653	8
chr1	OSBPL9	+	52215817	52227643	2
chr1	OSBPL9	+	52215817	52231653	9
chr1	OSBPL9	+	52215817	52237854	6
chr1	OSBPL9	+	52237742	52238395	2
chr1	OSBPL9	+	52246836	52253461	8
chr1	NRD1	-	52279761	52266228	2
chr1	NRD1	-	52299842	52269486	4
chr1	NRD1	-	52287227	52279707	2
chr1	NRD1	-	52299842	52279707	4
chr1	NRD1	-	52293541	52289336	3
chr1	NRD1	-	52299729	52289336	4
chr1	NRD1	-	52299842	52289336	12
chr1	NRD1	-	52299842	52293468	5
chr1	NRD1	-	52321060	52301803	2
chr1	ZFYVE9	+	52682041	52705267	2
chr1	ZFYVE9	+	52698843	52705267	9
chr1	ZFYVE9	+	52747333	52769597	8
chr1	ZFYVE9	+	52747333	52805903	2
chr1	ORC1	-	52863535	52861718	5
chr1	ZCCHC11	-	52901137	52896685	3
chr1	ZCCHC11	-	52927441	52896685	6
chr1	ZCCHC11	-	52927441	52903892	14
chr1	ZCCHC11	-	52933939	52903892	4
chr1	ZCCHC11	-	52927441	52911459	8
chr1	ZCCHC11	-	52933939	52911459	2
chr1	ZCCHC11	-	52962855	52911459	2
chr1	ZCCHC11	-	52927441	52924008	6
chr1	ZCCHC11	-	52937774	52924008	6
chr1	ZCCHC11	-	52956473	52930742	2
chr1	ZCCHC11	-	52975384	52930742	2
chr1	ZCCHC11	-	52954707	52933853	3
chr1	ZCCHC11	-	52975384	52937624	2
chr1	ZCCHC11	-	52947595	52943380	14
chr1	ZCCHC11	-	52954707	52943380	7
chr1	ZCCHC11	-	52959334	52943380	3
chr1	ZCCHC11	-	52975384	52947095	8
chr1	ZCCHC11	-	52975384	52947476	2
chr1	ZCCHC11	-	52962855	52954581	4
chr1	ZCCHC11	-	52975384	52954581	3
chr1	ZCCHC11	-	52975384	52956404	5
chr1	ZCCHC11	-	52962855	52959283	8
chr1	ZCCHC11	-	52975384	52959283	171
chr1	ZCCHC11	-	52992045	52959283	3
chr1	ZCCHC11	-	52992045	52975268	25
chr1	ZCCHC11	-	53000794	52975268	2
chr1	ZCCHC11	-	52992045	52981563	29
chr1	ZYG11B	+	53236692	53237446	4
chr1	ZYG11B	+	53236692	53245665	2
chr1	ZYG11B	+	53236692	53255739	2
chr1	ZYG11B	+	53236692	53262456	3
chr1	ZYG11B	+	53245525	53255739	4
chr1	ZYG11B	+	53245525	53267811	3
chr1	MAGOH	-	53701307	53699214	7
chr1	LRP8	-	53732319	53726136	4
chr1	GLIS1	-	54065951	54059781	2
chr1	NDC1	-	54254869	54252831	3
chr1	NDC1	-	54298264	54266366	4
chr1	TMEM59	-	54513045	54502283	5
chr1	TMEM59	-	54513045	54506429	10
chr1	USP24	-	55551711	55537487	2
chr1	USP24	-	55587179	55555300	5
chr1	USP24	-	55600086	55589120	22
chr1	USP24	-	55614243	55589120	4
chr1	USP24	-	55604391	55599743	2
chr1	PPAP2B	-	57002784	56977648	8
chr1	DAB1	-	57538087	57528557	5
chr1	OMA1	-	59000003	58971732	4
chr1	OMA1	-	59002413	58971732	7
chr1	MYSM1	-	59150923	59137542	5
chr1	MYSM1	-	59160879	59137542	2
chr1	FGGY	+	59787208	59812070	13
chr1	FGGY	+	59787208	59844509	18
chr1	FGGY	+	59787208	59922748	3
chr1	FGGY	+	59805630	59812070	6
chr1	FGGY	+	59805630	59844509	15
chr1	NFIA	+	61743192	61849037	7
chr1	NFIA	+	61848909	61872399	2
chr1	INADL	+	62228530	62232145	3
chr1	INADL	+	62299030	62350080	2
chr1	INADL	+	62321702	62350080	4
chr1	INADL	+	62321702	62380336	3
chr1	INADL	+	62455840	62503721	4
chr1	INADL	+	62455840	62516730	6
