chrom	gene	strand	startUpBSE	endDownBSE	coverage
chr1	KIF1B	+	10342380	10381915	2
chr1	KIF1B	+	10351140	10357304	6
chr1	KIF1B	+	10352105	10357304	3
chr1	KIF1B	+	10380101	10403345	2
chr1	KIF1B	+	10394578	10408791	3
chr1	KIF1B	+	10396715	10408791	2
chr1	KIF1B	+	10402108	10408791	2
chr1	KIF1B	+	10407819	10408791	26
chr1	KIF1B	+	10407819	10412794	8
chr1	KIF1B	+	10420987	10435431	5
chr1	KIF1B	+	10423341	10425706	15
chr1	KIF1B	+	10423341	10431320	4
chr1	KIF1B	+	10423341	10435431	3
chr1	KIF1B	+	10425158	10425706	12
chr1	KIF1B	+	10431199	10435431	4
chr1	PGD	+	10463128	10464336	2
chr1	PGD	+	10471475	10473308	5
chr1	APITD1-CORT	-	10495718	10492976	3
chr1	DFFA	-	10529395	10527247	4
chr1	TARDBP	+	11076901	11078930	3
chr1	EXOSC10	-	11137005	11130957	3
chr1	EXOSC10	-	11134383	11133991	3
chr1	EXOSC10	-	11137005	11133991	2
chr1	MTOR	-	11182183	11181303	4
chr1	MTOR	-	11193254	11181303	3
chr1	MTOR	-	11193254	11184555	10
chr1	MTOR	-	11276291	11272369	3
chr1	DRAXIN	+	11771908	11775265	6
chr1	MTHFR	-	11861456	11860269	5
chr1	CLCN6	+	11883764	11887278	3
chr1	MFN2	+	12061458	12062160	18
chr1	VPS13D	+	12335882	12338095	14
chr1	VPS13D	+	12359259	12364785	3
chr1	VPS13D	+	12359259	12368698	16
chr1	VPS13D	+	12359259	12382021	3
chr1	VPS13D	+	12378129	12382803	9
chr1	VPS13D	+	12382593	12383837	3
chr1	VPS13D	+	12422776	12476880	5
chr1	VPS13D	+	12460238	12476880	4
chr1	DHRS3	-	12639440	12638746	5
chr1	PRDM2	+	14042036	14068652	20
chr1	PRDM2	+	14042036	14075982	9
chr1	PRDM2	+	14042082	14075982	4
chr1	PRDM2	+	14057495	14068652	28
chr1	PRDM2	+	14057495	14075982	21
chr1	PRDM2	+	14095534	14099683	5
chr1	PRDM2	+	14095534	14109326	2
chr1	PRDM2	+	14099573	14109326	10
chr1	PRDM2	+	14104913	14109326	2
chr1	KAZN	+	15370485	15370655	2
chr1	CASP9	-	15844890	15844605	6
chr1	DNAJC16	+	15855583	15888820	4
chr1	DNAJC16	+	15860732	15863309	12
chr1	DNAJC16	+	15862970	15863309	2
chr1	DDI2	+	15953164	15970145	2
chr1	DDI2	+	15964802	15970145	5
chr1	DDI2	+	15964802	15978390	5
chr1	PLEKHM2	+	16044388	16046415	5
chr1	PLEKHM2	+	16044388	16047883	8
chr1	SPEN	+	16199311	16203173	30
chr1	SPEN	+	16237596	16242774	6
chr1	FBXO42	-	16641930	16621278	4
chr1	FBXO42	-	16643063	16621278	3
chr1	FBXO42	-	16643066	16621278	3
chr1	FBXO42	-	16643066	16632298	2
chr1	FBXO42	-	16643222	16632298	4
chr1	ARHGEF10L	+	17907048	17914974	13
chr1	UBR4	-	19511780	19510305	4
chr1	UBR4	-	19523759	19519927	3
chr1	OTUD3	+	20216878	20234369	7
chr1	HP1BP3	-	21103243	21071237	9
chr1	HP1BP3	-	21107033	21071237	17
chr1	HP1BP3	-	21100103	21076216	35
chr1	HP1BP3	-	21097566	21083659	2
chr1	HP1BP3	-	21100103	21083659	66
chr1	HP1BP3	-	21103243	21083659	52
chr1	HP1BP3	-	21106404	21083659	8
chr1	HP1BP3	-	21107033	21083659	8
chr1	HP1BP3	-	21100103	21091870	21
chr1	HP1BP3	-	21103243	21091870	16
chr1	HP1BP3	-	21103243	21094077	6
chr1	HP1BP3	-	21107033	21094077	2
chr1	HP1BP3	-	21100103	21097423	22
chr1	HP1BP3	-	21103243	21097423	5
chr1	HP1BP3	-	21107033	21097423	4
chr1	EIF4G3	-	21139732	21133645	2
chr1	EIF4G3	-	21191755	21151593	3
chr1	EIF4G3	-	21177971	21167349	4
chr1	EIF4G3	-	21191755	21167349	7
chr1	EIF4G3	-	21212864	21205775	3
chr1	EIF4G3	-	21221994	21205816	9
chr1	EIF4G3	-	21231464	21220010	3
chr1	EIF4G3	-	21268823	21220010	63
chr1	EIF4G3	-	21268823	21231376	26
chr1	EIF4G3	-	21276601	21267984	2
chr1	EIF4G3	-	21276604	21267984	4
chr1	EIF4G3	-	21307720	21267984	4
chr1	EIF4G3	-	21308901	21267984	4
chr1	EIF4G3	-	21307720	21276496	6
chr1	EIF4G3	-	21308901	21276496	5
chr1	EIF4G3	-	21329301	21276496	2
chr1	EIF4G3	-	21306941	21295967	5
chr1	EIF4G3	-	21307720	21295967	40
chr1	EIF4G3	-	21308901	21295967	19
chr1	EIF4G3	-	21329301	21295967	42
chr1	EIF4G3	-	21437876	21295967	2
chr1	EIF4G3	-	21329301	21306827	10
chr1	EIF4G3	-	21437876	21306827	3
chr1	EIF4G3	-	21329301	21324094	7
chr1	EIF4G3	-	21377487	21324094	3
chr1	EIF4G3	-	21415706	21324094	3
chr1	EIF4G3	-	21437876	21324094	8
chr1	EIF4G3	-	21329301	21327692	4
chr1	EIF4G3	-	21377487	21327692	5
chr1	EIF4G3	-	21415706	21329206	4
chr1	EIF4G3	-	21437876	21329206	6
chr1	EIF4G3	-	21415706	21377359	7
chr1	EIF4G3	-	21437876	21377359	25
chr1	EIF4G3	-	21437876	21415631	20
chr1	EIF4G3	-	21450048	21415631	2
chr1	ECE1	-	21585332	21573714	3
chr1	ECE1	-	21616649	21599192	4
chr1	USP48	-	22021714	22007301	4
chr1	USP48	-	22048257	22041882	13
chr1	USP48	-	22050588	22041882	25
chr1	USP48	-	22056325	22041882	2
chr1	USP48	-	22056322	22047529	5
chr1	USP48	-	22078108	22074631	2
chr1	USP48	-	22079612	22074631	2
chr1	CDC42	+	22404922	22413359	32
chr1	CDC42	+	22404922	22417994	6
chr1	ZBTB40	+	22816373	22818026	8
chr1	EPHB2	+	23107914	23111569	21
chr1	EPHB2	+	23189530	23191705	7
chr1	KDM1A	+	23356936	23377013	2
chr1	KDM1A	+	23356962	23370979	9
chr1	KDM1A	+	23356962	23377013	193
chr1	KDM1A	+	23356962	23380332	6
chr1	KDM1A	+	23356962	23385660	47
chr1	KDM1A	+	23356962	23395644	2
chr1	KDM1A	+	23356962	23366927	4
chr1	KDM1A	+	23356962	23373158	2
chr1	KDM1A	+	23370920	23385660	3
chr1	KDM1A	+	23376880	23384058	7
chr1	KDM1A	+	23376880	23385660	18
chr1	KDM1A	+	23381562	23395644	12
chr1	KDM1A	+	23395032	23406160	5
chr1	KDM1A	+	23397718	23398690	13
chr1	HMGCL	-	24147083	24130890	11
chr1	HMGCL	-	24147083	24140680	10
chr1	HMGCL	-	24147083	24143165	3
chr1	RCAN3	+	24857708	24859744	6
chr1	SRRM1	+	24973158	24975520	6
chr1	CLIC4	+	25124233	25153607	5
chr1	SYF2	-	25554726	25551493	2
chr1	TMEM50A	+	25666965	25669564	2
chr1	TMEM50A	+	25666965	25678184	11
chr1	TMEM50A	+	25666965	25679465	2
chr1	TMEM57	+	25773253	25783322	3
chr1	TMEM57	+	25773253	25785383	6
chr1	TMEM57	+	25775299	25783322	5
chr1	TMEM57	+	25780750	25783322	2
chr1	TMEM57	+	25812104	25818075	3
chr1	CEP85	+	26566253	26586293	3
chr1	CEP85	+	26584088	26586293	21
chr1	CEP85	+	26594974	26596105	8
chr1	DHDDS	+	26772807	26774151	8
chr1	DHDDS	+	26772807	26786635	4
chr1	DHDDS	+	26774050	26786635	5
chr1	DHDDS	-	26789924	26783658	5
chr1	ARID1A	+	27056142	27059283	8
chr1	ARID1A	+	27087347	27089776	4
chr1	NUDC	+	27267948	27268309	2
chr1	NUDC	+	27269151	27269556	46
chr1	SLC9A1	-	27436268	27432376	11
chr1	STX12	+	28116073	28120143	2
chr1	STX12	+	28116073	28138779	4
chr1	STX12	+	28136757	28146243	5
chr1	PPP1R8	+	28167525	28169841	8
chr1	EYA3	-	28330930	28315046	6
chr1	EYA3	-	28343750	28337458	12
chr1	EYA3	-	28374937	28354300	3
chr1	EYA3	-	28374937	28362055	14
chr1	EYA3	-	28384605	28365350	2
chr1	EYA3	-	28384605	28374894	2
chr1	PHACTR4	+	28733921	28734646	4
chr1	PHACTR4	+	28733921	28735329	2
chr1	PHACTR4	+	28800066	28807116	2
chr1	PHACTR4	+	28802619	28807116	4
chr1	PHACTR4	+	28817463	28819603	3
chr1	PHACTR4	+	28818162	28823184	6
chr1	TAF12	-	28948677	28916789	3
chr1	GMEB1	+	29028950	29030841	2
chr1	YTHDF2	+	29068915	29070498	17
chr1	EPB41	+	29313943	29314417	24
chr1	EPB41	+	29313943	29320054	2
chr1	EPB41	+	29313943	29323831	8
chr1	EPB41	+	29313943	29391670	3
chr1	EPB41	+	29319842	29323831	4
chr1	EPB41	+	29319842	29344954	3
chr1	EPB41	+	29319842	29362435	2
chr1	EPB41	+	29338377	29365938	2
chr1	EPB41	+	29362338	29365938	18
chr1	EPB41	+	29362338	29391670	6
chr1	EPB41	+	29362338	29424447	7
chr1	EPB41	+	29362338	29435949	7
chr1	SRSF4	-	29481422	29474592	13
chr1	PUM1	-	31441339	31437521	2
chr1	PUM1	-	31468067	31437521	6
chr1	PUM1	-	31455487	31452909	5
chr1	PUM1	-	31468067	31452909	5
chr1	PUM1	-	31479949	31452909	4
chr1	PUM1	-	31468067	31465237	61
chr1	PUM1	-	31479946	31465237	4
chr1	PUM1	-	31479949	31465237	42
chr1	PUM1	-	31479949	31478700	9
chr1	PUM1	-	31532424	31532051	10
chr1	NKAIN1	-	31661034	31656664	9
chr1	SNRNP40	-	31764853	31740718	6
chr1	ZCCHC17	+	31782891	31811895	3
chr1	ZCCHC17	+	31782891	31821821	3
chr1	ZCCHC17	+	31810022	31821821	20
chr1	PTP4A2	-	32377427	32373262	3
chr1	PTP4A2	-	32385259	32373262	18
chr1	PTP4A2	-	32385259	32374400	2
chr1	PTP4A2	-	32377427	32375639	2
chr1	PTP4A2	-	32385259	32381492	4
chr1	PTP4A2	-	32385259	32381496	180
chr1	KHDRBS1	+	32495899	32498935	11
chr1	KHDRBS1	+	32495899	32504220	6
chr1	KHDRBS1	+	32495899	32510991	13
chr1	KHDRBS1	+	32502511	32504220	17
chr1	KHDRBS1	+	32502511	32505174	10
chr1	KHDRBS1	+	32503436	32505174	3
chr1	TMEM39B	+	32557276	32566163	2
chr1	TMEM39B	+	32560385	32566163	2
chr1	HDAC1	+	32792540	32793278	4
chr1	BSDC1	-	32852496	32849431	2
chr1	RP1-27O5.3	+	33019060	33060824	2
chr1	ZBTB8A	+	33058532	33059355	27
chr1	ZBTB8A	+	33058532	33060824	10
chr1	RP1-27O5.3	+	33058532	33066016	3
chr1	ZBTB8OS	-	33100393	33097428	2
chr1	RBBP4	+	33133826	33138502	7
chr1	RBBP4	+	33133826	33146215	7
chr1	YARS	-	33246746	33244983	4
chr1	S100PBP	+	33290914	33318767	2
chr1	RNF19B	-	33415375	33407853	8
chr1	RNF19B	-	33411229	33409620	3
chr1	RNF19B	-	33415375	33409620	3
chr1	RNF19B	-	33415375	33413823	54
chr1	TRIM62	-	33625545	33625289	4
chr1	ZNF362	+	33745725	33746058	2
chr1	ZNF362	+	33760538	33760906	42
chr1	ZMYM1	+	35559515	35576048	3
chr1	ZMYM1	+	35569896	35576048	2
chr1	SFPQ	-	35653691	35643590	2
chr1	ZMYM4	+	35790961	35827390	16
chr1	ZMYM4	+	35824526	35826856	3
chr1	ZMYM4	+	35824526	35827390	229
chr1	ZMYM4	+	35824526	35836228	7
chr1	ZMYM4	+	35846860	35847359	3
chr1	ZMYM4	+	35846860	35852879	5
chr1	ZMYM4	+	35846860	35854683	48
chr1	ZMYM4	+	35846860	35855699	33
chr1	ZMYM4	+	35846860	35859340	13
chr1	ZMYM4	+	35846860	35865177	3
chr1	ZMYM4	+	35846860	35871069	4
chr1	ZMYM4	+	35846860	35873760	3
chr1	ZMYM4	+	35851043	35855699	7
chr1	ZMYM4	+	35854511	35855699	15
chr1	ZMYM4	+	35857813	35865177	9
chr1	ZMYM4	+	35859196	35864644	2
chr1	ZMYM4	+	35862153	35865177	3
chr1	ZMYM4	+	35870624	35881315	2
chr1	ZMYM4	+	35879573	35881315	5
chr1	KIAA0319L	-	35944813	35936464	29
chr1	KIAA0319L	-	35944813	35940406	21
chr1	KIAA0319L	-	35944813	35944567	6
chr1	AGO4	+	36282483	36301594	3
chr1	AGO4	+	36288463	36292436	4
chr1	AGO4	+	36290914	36301594	3
chr1	AGO4	+	36297028	36301594	6
chr1	AGO4	+	36297041	36301594	3
chr1	AGO4	+	36306766	36316654	4
chr1	AGO1	+	36367075	36367938	2
chr1	AGO1	+	36379443	36379875	4
chr1	AGO3	+	36411293	36439112	4
chr1	AGO3	+	36437625	36492899	2
chr1	AGO3	+	36469942	36475195	3
chr1	AGO3	+	36469942	36479649	5
chr1	AGO3	+	36469942	36492899	4
chr1	AGO3	+	36469942	36506042	2
chr1	AGO3	+	36501778	36506042	2
chr1	AGO3	+	36501778	36509149	7
chr1	AGO3	+	36505391	36506042	5
chr1	STK40	-	36828257	36823840	12
chr1	STK40	-	36828257	36826822	12
chr1	GRIK3	-	37356697	37307337	4
chr1	INPP5B	-	38334286	38329984	4
chr1	INPP5B	-	38334286	38331433	5
chr1	INPP5B	-	38339760	38332131	4
chr1	AKIRIN1	+	39463843	39466778	6
chr1	MACF1	+	39696854	39723700	4
chr1	MACF1	+	39747880	39753234	3
chr1	MACF1	+	39775242	39784287	2
chr1	MACF1	+	39775242	39785419	8
chr1	MACF1	+	39781185	39818903	3
chr1	MACF1	+	39788280	39815299	2
chr1	MACF1	+	39815150	39854330	8
chr1	MACF1	+	39816457	39824936	16
chr1	MACF1	+	39835702	39838268	14
chr1	MACF1	+	39851106	39854330	7
chr1	MACF1	+	39900086	39905172	10
chr1	MACF1	+	39910334	39914435	3
chr1	MACF1	+	39913104	39926466	3
chr1	RP11-69E11.4	-	40007513	39994727	3
chr1	TRIT1	-	40323089	40306807	18
chr1	TRIT1	-	40323089	40307360	2
chr1	TRIT1	-	40323089	40307389	3
chr1	TRIT1	-	40323089	40315795	2
chr1	TRIT1	-	40323089	40319642	5
chr1	TRIT1	-	40328607	40319642	3
chr1	PPT1	-	40557071	40544232	4
chr1	PPT1	-	40558179	40555082	8
chr1	RLF	+	40654727	40656525	3
chr1	RLF	+	40654727	40661436	9
chr1	RLF	+	40654727	40668286	84
chr1	RLF	+	40654727	40688382	7
chr1	RLF	+	40656444	40668286	6
chr1	ZMPSTE24	+	40733458	40737707	9
chr1	SMAP2	+	40869356	40875507	7
chr1	SMAP2	+	40872408	40875507	14
chr1	SMAP2	+	40872408	40882768	10
chr1	SMAP2	+	40872408	40887786	6
chr1	EXO5	+	40980187	40981590	18
chr1	RIMS3	-	41113514	41092298	2
chr1	RIMS3	-	41095044	41094482	6
chr1	RIMS3	-	41113514	41107381	5
chr1	SCMH1	-	41514562	41512079	2
chr1	SCMH1	-	41541123	41512079	12
chr1	SCMH1	-	41541123	41512090	2
chr1	SCMH1	-	41541123	41536267	151
chr1	SCMH1	-	41608784	41536267	2
chr1	SCMH1	-	41582682	41578955	4
chr1	SCMH1	-	41608784	41578955	50
chr1	SCMH1	-	41627104	41578955	2
chr1	SCMH1	-	41617356	41608550	6
chr1	SCMH1	-	41660071	41651793	3
chr1	HIVEP3	-	42050989	42041215	3
chr1	HIVEP3	-	42314760	42312054	8
chr1	HIVEP3	-	42314827	42313778	3
chr1	FOXJ3	-	42776781	42693554	9
chr1	FOXJ3	-	42744343	42730786	30
chr1	FOXJ3	-	42744455	42730786	23
chr1	CCDC30	+	42938793	42964587	2
chr1	CCDC30	+	42946132	42964587	8
chr1	CCDC30	+	42948334	42964587	15
chr1	LEPRE1	-	43225061	43220540	3
chr1	C1orf50	+	43239212	43241150	3
chr1	C1orf50	+	43239234	43241150	12
chr1	C1orf50	+	43239234	43241193	6
chr1	C1orf50	+	43239234	43241392	2
chr1	C1orf50	+	43239234	43247460	3
chr1	WDR65	+	43663224	43665174	2
chr1	KDM4A	+	44160380	44163684	3
chr1	ST3GAL3	+	44386076	44387310	27
chr1	SLC6A9	-	44468657	44467985	3
chr1	ERI3	-	44713710	44707587	6
chr1	ERI3	-	44785416	44713611	2
chr1	ERI3	-	44785416	44750507	6
chr1	ERI3	-	44804994	44750507	10
chr1	ERI3	-	44785416	44773982	6
chr1	ERI3	-	44804994	44773982	24
chr1	ERI3	-	44804994	44785300	2
chr1	C1orf228	+	45155348	45166791	2
chr1	KIF2C	+	45223228	45223812	3
chr1	PTCH2	-	45307711	45296520	2
chr1	ZSWIM5	-	45553909	45524281	4
chr1	ZSWIM5	-	45553909	45553553	51
chr1	MUTYH	-	45800183	45796188	7
chr1	NASP	+	46054323	46056942	3
chr1	NASP	+	46079768	46082065	2
chr1	NASP	+	46080685	46082065	2
chr1	GPBP1L1	-	46108171	46099161	2
chr1	GPBP1L1	-	46126049	46099768	4
chr1	GPBP1L1	-	46108171	46105882	13
chr1	GPBP1L1	-	46126897	46124700	16
chr1	MAST2	+	46348036	46425149	7
chr1	MAST2	+	46383011	46440852	2
chr1	PIK3R3	-	46546422	46509326	10
chr1	PIK3R3	-	46531851	46521467	8
chr1	PIK3R3	-	46546422	46521467	56
chr1	PIK3R3	-	46546422	46531726	2
chr1	LRRC41	-	46752171	46751034	4
chr1	UQCRH	+	46774773	46775988	5
chr1	NSUN4	+	46812593	46818700	2
chr1	ATPAF1	-	47101642	47098431	3
chr1	EFCAB14	-	47162321	47144141	2
chr1	EFCAB14	-	47157609	47148972	3
chr1	STIL	-	47748131	47745913	2
chr1	CMPK1	+	47834141	47838779	4
chr1	CMPK1	+	47834141	47840965	3
chr1	SPATA6	-	48825442	48771459	7
chr1	SPATA6	-	48869554	48771459	2
chr1	SPATA6	-	48825442	48821342	43
chr1	SPATA6	-	48869554	48821342	8
chr1	SPATA6	-	48878823	48821342	3
chr1	SPATA6	-	48869554	48825258	2
chr1	SPATA6	-	48865316	48860939	3
chr1	SPATA6	-	48878823	48860939	3
chr1	FAF1	-	51001129	50956260	11
chr1	FAF1	-	51061888	50956260	3
chr1	FAF1	-	51050483	51001041	4
chr1	FAF1	-	51061888	51032749	5
chr1	FAF1	-	51210447	51061793	3
chr1	FAF1	-	51210447	51121114	12
chr1	FAF1	-	51267349	51171458	3
chr1	FAF1	-	51267349	51204535	2
chr1	FAF1	-	51323669	51253672	3
chr1	EPS15	-	51868197	51860053	3
chr1	EPS15	-	51875368	51860053	4
chr1	EPS15	-	51887530	51860053	3
chr1	EPS15	-	51874004	51868107	45
chr1	EPS15	-	51887530	51868107	4
chr1	EPS15	-	51874004	51869091	2
chr1	EPS15	-	51874004	51871577	23
chr1	OSBPL9	+	52211208	52227643	2
chr1	OSBPL9	+	52211208	52238395	2
chr1	OSBPL9	+	52214041	52231653	5
chr1	OSBPL9	+	52215817	52227643	2
chr1	OSBPL9	+	52215817	52231653	12
chr1	OSBPL9	+	52215817	52237854	3
chr1	OSBPL9	+	52215817	52238395	3
chr1	OSBPL9	+	52237742	52238395	6
chr1	OSBPL9	+	52246836	52253461	7
chr1	NRD1	-	52279761	52266228	3
chr1	NRD1	-	52287227	52269486	3
chr1	NRD1	-	52299842	52269486	2
chr1	NRD1	-	52299842	52279707	8
chr1	NRD1	-	52299842	52285472	4
chr1	NRD1	-	52293541	52289336	3
chr1	NRD1	-	52299842	52289336	12
chr1	NRD1	-	52299842	52293468	14
chr1	BTF3L4	+	52549012	52552525	6
chr1	ZFYVE9	+	52682041	52705267	2
chr1	ZFYVE9	+	52682041	52769597	3
chr1	ZFYVE9	+	52698843	52705267	7
chr1	ZFYVE9	+	52729445	52734304	3
chr1	ZFYVE9	+	52734135	52769597	2
chr1	ZFYVE9	+	52747333	52769597	9
chr1	ZFYVE9	+	52747333	52798590	3
chr1	ZFYVE9	+	52747333	52805903	3
chr1	ZCCHC11	-	52927441	52896685	4
chr1	ZCCHC11	-	52927441	52901037	2
chr1	ZCCHC11	-	52927441	52902427	3
chr1	ZCCHC11	-	52927441	52903892	13
chr1	ZCCHC11	-	52924121	52911459	2
chr1	ZCCHC11	-	52927441	52911459	15
chr1	ZCCHC11	-	52937774	52911459	3
chr1	ZCCHC11	-	52947595	52911459	2
chr1	ZCCHC11	-	52927441	52924008	3
chr1	ZCCHC11	-	52933939	52924008	2
chr1	ZCCHC11	-	52956473	52930742	3
chr1	ZCCHC11	-	52947595	52943380	22
chr1	ZCCHC11	-	52954707	52943380	4
chr1	ZCCHC11	-	52959334	52943380	2
chr1	ZCCHC11	-	52975384	52947095	2
chr1	ZCCHC11	-	52962855	52956404	3
chr1	ZCCHC11	-	52975384	52956404	5
chr1	ZCCHC11	-	52962855	52959283	5
chr1	ZCCHC11	-	52975384	52959283	189
chr1	ZCCHC11	-	52992045	52959283	4
chr1	ZCCHC11	-	52992045	52975268	28
chr1	ZCCHC11	-	52995545	52975268	6
chr1	ZCCHC11	-	53000794	52975268	3
chr1	ZCCHC11	-	52992045	52981563	29
chr1	ZCCHC11	-	52992045	52991235	4
chr1	ZYG11B	+	53236692	53245665	5
chr1	ZYG11B	+	53245525	53267811	2
chr1	MAGOH	-	53701307	53699214	11
chr1	GLIS1	-	54065951	54059781	4
chr1	NDC1	-	54269682	54266366	3
chr1	TMEM59	-	54513045	54502283	4
chr1	TMEM59	-	54513045	54506429	6
chr1	DHCR24	-	55341720	55337023	2
chr1	USP24	-	55551711	55537487	4
chr1	USP24	-	55600086	55589120	10
chr1	USP24	-	55614243	55589120	6
chr1	PPAP2B	-	57002784	56977648	7
chr1	DAB1	-	57538087	57528557	6
chr1	OMA1	-	59000003	58971732	3
chr1	MYSM1	-	59150923	59137542	3
chr1	MYSM1	-	59160879	59137542	2
chr1	MYSM1	-	59155921	59139245	2
chr1	MYSM1	-	59148217	59147457	3
chr1	FGGY	+	59787208	59812070	15
chr1	FGGY	+	59787208	59844509	15
chr1	FGGY	+	59805630	59812070	3
chr1	FGGY	+	59805630	59844509	19
chr1	RP11-776H12.1	-	61065922	61053709	2
chr1	NFIA	+	61624547	61624827	2
chr1	INADL	+	62299030	62350080	2
chr1	INADL	+	62321702	62350080	2
chr1	USP1	+	62905470	62907970	2
chr1	USP1	+	62907159	62907970	2
chr1	USP1	+	62907159	62908990	5
chr1	DOCK7	-	62943505	62939653	5
chr1	DOCK7	-	62973729	62958375	2
chr1	DOCK7	-	63018572	63003562	4
chr1	DOCK7	-	63085664	63021496	3
chr1	DOCK7	-	63044637	63042933	4
chr1	DOCK7	-	63052295	63042933	9
chr1	DOCK7	-	63091072	63042933	3
chr1	ATG4C	+	63269390	63276257	2
chr1	ATG4C	+	63269390	63286880	9
chr1	ATG4C	+	63269390	63300523	4
chr1	ATG4C	+	63269390	63307218	16
chr1	ROR1	+	64474977	64516388	19
chr1	ROR1	+	64515363	64516388	2
chr1	CACHD1	+	65016277	65068595	3
chr1	CACHD1	+	65047839	65068595	2
chr1	CACHD1	+	65047839	65107652	3
chr1	CACHD1	+	65068489	65107652	21
chr1	CACHD1	+	65095038	65099943	8
chr1	CACHD1	+	65095038	65107652	41
chr1	CACHD1	+	65095038	65113717	2
chr1	CACHD1	+	65098282	65107652	2
chr1	CACHD1	+	65113484	65124556	7
chr1	CACHD1	+	65129378	65130362	5
chr1	CACHD1	+	65131740	65141666	34
chr1	CACHD1	+	65139031	65141244	4
chr1	CACHD1	+	65139031	65141666	2
chr1	CACHD1	+	65142578	65145439	4
chr1	RAVER2	+	65234339	65255197	16
chr1	RAVER2	+	65243306	65280523	3
chr1	DNAJC6	+	65830318	65831879	103
chr1	DNAJC6	+	65830318	65860715	4
chr1	DNAJC6	+	65830318	65867563	2
chr1	PDE4B	+	66376688	66384518	4
chr1	PDE4B	+	66376688	66403383	4
chr1	PDE4B	+	66378928	66384518	230
chr1	PDE4B	+	66378928	66386050	2
chr1	PDE4B	+	66713143	66731770	12
chr1	SGIP1	+	67098753	67109402	4
chr1	SGIP1	+	67098753	67111393	3
chr1	SGIP1	+	67105460	67109402	2
chr1	WDR78	-	67371058	67299268	4
chr1	WDR78	-	67371058	67303393	9
chr1	WDR78	-	67387084	67303393	2
chr1	WDR78	-	67371058	67337053	6
chr1	WDR78	-	67371058	67356837	115
chr1	MIER1	+	67411833	67425426	10
chr1	MIER1	+	67411833	67428843	4
chr1	MIER1	+	67423742	67428843	13
chr1	LRRC7	+	70144064	70226076	2
chr1	LRRC7	+	70181825	70257843	2
chr1	LRRC7	+	70225874	70257843	5
chr1	LRRC7	+	70225874	70303966	7
chr1	LRRC7	+	70397190	70460316	11
