chrom	gene	strand	startUpBSE	endDownBSE	coverage
chr1	FPGT-TNNI3K	+	74701786	74737392	3
chr1	ACADM	+	76194086	76216231	2
chr1	ACADM	+	76198329	76216231	6
chr1	ACADM	+	76205665	76216231	8
chr1	ACADM	+	76211491	76216231	5
chr1	ST6GALNAC3	+	76877693	76878102	2
chr1	ZZZ3	-	78107340	78092065	3
chr1	ZZZ3	-	78107340	78097520	4
chr1	ZZZ3	-	78107340	78097535	26
chr1	ZZZ3	-	78111652	78097535	2
chr1	ZZZ3	-	78141374	78097535	2
chr1	USP33	-	78181553	78177432	7
chr1	USP33	-	78191447	78183552	7
chr1	FAM73A	+	78248923	78309092	2
chr1	FAM73A	+	78267016	78272786	2
chr1	FAM73A	+	78267016	78280916	18
chr1	FAM73A	+	78267016	78309092	2
chr1	FAM73A	+	78324623	78327007	2
chr1	FAM73A	+	78324623	78329713	3
chr1	FAM73A	+	78324623	78340796	2
chr1	FUBP1	-	78422385	78420940	4
chr1	LPHN2	+	82302570	82302742	3
chr1	LPHN2	+	82302570	82327803	2
chr1	LPHN2	+	82302570	82372915	53
chr1	LPHN2	+	82302690	82456131	2
chr1	LPHN2	+	82402412	82409453	3
chr1	LPHN2	+	82402412	82421744	5
chr1	LPHN2	+	82408653	82421744	4
chr1	LPHN2	+	82431742	82451039	4
chr1	LPHN2	+	82431742	82456131	2
chr1	TTLL7	-	84372146	84356004	2
chr1	TTLL7	-	84377046	84356004	3
chr1	TTLL7	-	84399449	84369762	2
chr1	TTLL7	-	84412965	84376848	12
chr1	PRKACB	+	84644860	84668488	2
chr1	RP11-131L23.1	-	85827537	85816098	2
chr1	COL24A1	-	86252144	86196191	2
chr1	COL24A1	-	86611866	86578250	3
chr1	COL24A1	-	86611866	86590528	7
chr1	SH3GLB1	+	87185190	87208119	3
chr1	HS2ST1	+	87538617	87558352	3
chr1	PKN2	+	89206671	89237562	2
chr1	PKN2	+	89236035	89237562	11
chr1	PKN2	+	89236035	89251896	10
chr1	PKN2	+	89272996	89287686	4
chr1	LRRC8B	+	90033806	90058459	2
chr1	LRRC8D	+	90398626	90401808	4
chr1	ZNF644	-	91406866	91382197	5
chr1	ZNF644	-	91447927	91382197	6
chr1	ZNF644	-	91406866	91400965	2
chr1	ZNF644	-	91406866	91403042	5
chr1	ZNF644	-	91447927	91403042	10
chr1	HFM1	-	91818856	91808987	23
chr1	HFM1	-	91851391	91808987	5
chr1	HFM1	-	91851391	91840915	2
chr1	TGFBR3	-	92329836	92327028	2
chr1	RPAP2	+	92786156	92789932	7
chr1	RPAP2	+	92786156	92811471	5
chr1	RPAP2	+	92798948	92811471	2
chr1	RPAP2	+	92798948	92846430	17
chr1	EVI5	-	93073284	93029199	9
chr1	EVI5	-	93101893	93029199	4
chr1	EVI5	-	93170301	93029199	2
chr1	EVI5	-	93101893	93070864	3
chr1	EVI5	-	93170301	93070864	2
chr1	EVI5	-	93101893	93089733	4
chr1	EVI5	-	93170301	93128276	4
chr1	EVI5	-	93170301	93128977	5
chr1	EVI5	-	93170301	93131496	3
chr1	EVI5	-	93170301	93142715	4
chr1	EVI5	-	93170301	93159359	5
chr1	MTF2	+	93594835	93599752	2
chr1	CCDC18	+	93648917	93676483	2
chr1	CCDC18	+	93648917	93692006	3
chr1	CCDC18	+	93677658	93682303	2
chr1	CCDC18	+	93677658	93683426	3
chr1	CCDC18	+	93677658	93698150	4
chr1	CCDC18	+	93687166	93730458	4
chr1	FNBP1L	+	94009664	94014983	2
chr1	DNTTIP2	-	94343418	94341824	5
chr1	GCLM	-	94367225	94360170	6
chr1	ABCD3	+	94924163	94946162	7
chr1	ABCD3	+	94924163	94948795	5
chr1	ABCD3	+	94924163	94953539	2
chr1	ABCD3	+	94953098	94956803	10
chr1	ABCD3	+	94953098	94972198	5
chr1	TMEM56	+	95609447	95639445	2
chr1	PTBP2	+	97216981	97250810	10
chr1	PTBP2	+	97235259	97250810	6
chr1	DPYD	-	98060722	97915615	4
chr1	DPYD	-	98015300	97981282	6
chr1	DPYD	-	98039526	97981282	4
chr1	DPYD	-	98165858	98015116	2
chr1	DPYD	-	98165103	98144651	2
chr1	DPYD	-	98165858	98144651	2
chr1	DPYD	-	98187227	98144651	6
chr1	HIAT1	+	100515465	100535241	6
chr1	DBT	-	100706440	100696289	3
chr1	SLC30A7	+	101372408	101387397	11
chr1	SLC30A7	+	101379219	101387397	2
chr1	AMY2B	+	104108057	104118162	10
chr1	NTNG1	+	107866904	107867544	38
chr1	SLC25A24	-	108703915	108690901	6
chr1	SLC25A24	-	108703915	108697605	3
chr1	GPSM2	+	109427897	109446876	4
chr1	WDR47	-	109554340	109544846	3
chr1	SORT1	-	109888500	109869614	2
chr1	SORT1	-	109912211	109878862	2
chr1	SORT1	-	109888503	109883346	2
chr1	SORT1	-	109888500	109884636	2
chr1	GNAI3	+	110121826	110129504	2
chr1	ATP5F1	+	111998708	112002258	4
chr1	ST7L	-	113126748	113119608	2
chr1	ST7L	-	113140708	113124614	2
chr1	SLC16A1	-	113460666	113459800	3
chr1	LRIG2	+	113655101	113662145	2
chr1	MAGI3	+	114214356	114216087	7
chr1	PHTF1	-	114249344	114246703	2
chr1	PHTF1	-	114301355	114267381	4
chr1	PHTF1	-	114281421	114269040	2
chr1	TRIM33	-	114976355	114964058	2
chr1	TRIM33	-	115007010	115005726	29
chr1	CSDE1	-	115263338	115262200	2
chr1	CSDE1	-	115280693	115262200	2
chr1	CSDE1	-	115280693	115267842	3
chr1	CSDE1	-	115280693	115276353	4
chr1	MAN1A2	+	117910348	118065559	2
chr1	MAN1A2	+	117944808	117948267	22
chr1	MAN1A2	+	117944808	117957453	161
chr1	MAN1A2	+	117944808	117963271	342
chr1	MAN1A2	+	117944808	117984947	117
chr1	MAN1A2	+	117944808	118009049	8
chr1	MAN1A2	+	118003111	118045592	11
chr1	MAN1A2	+	118035769	118045592	3
chr1	GDAP2	-	118463047	118439455	2
chr1	PDE4DIP	-	144922638	144921835	2
chr1	POLR3C	-	145595220	145592633	4
chr1	RNF115	+	145646115	145663367	8
chr1	CHD1L	+	146724278	146731572	9
chr1	CHD1L	+	146747017	146757164	3
chr1	ACP6	-	147131890	147120048	2
chr1	RP11-403I13.4	+	149239868	149255307	8
chr1	ANP32E	-	150201570	150198940	2
chr1	ANP32E	-	150204264	150202906	2
chr1	RPRD2	+	150413399	150416853	2
chr1	RPRD2	+	150413399	150418877	4
chr1	TARS2	+	150464887	150469384	2
chr1	ARNT	-	150799093	150790396	5
chr1	SETDB1	+	150915039	150917584	2
chr1	SETDB1	+	150933039	150934634	2
chr1	PRUNE	+	150990288	150998149	3
chr1	PRUNE	+	150997087	150998149	6
chr1	GABPB2	+	151060666	151079698	5
chr1	PIP5K1A	+	151196724	151199876	3
chr1	PIP5K1A	+	151199796	151205179	4
chr1	PSMD4	+	151234637	151239815	2
chr1	PI4KB	-	151288985	151288049	5
chr1	POGZ	-	151403317	151400299	4
chr1	SNX27	+	151611364	151641111	2
chr1	SNX27	+	151630711	151641111	4
chr1	ILF2	-	153641033	153636519	3
chr1	ILF2	-	153641033	153637696	14
chr1	INTS3	+	153735204	153737539	2
chr1	GATAD2B	-	153785928	153784207	8
chr1	UBAP2L	+	154197560	154218851	2
chr1	UBAP2L	+	154221715	154224129	5
chr1	UBAP2L	+	154223517	154224129	8
chr1	RP11-263K19.4	+	155169963	155170617	2
chr1	ASH1L	-	155365344	155330092	2
chr1	ASH1L	-	155340774	155340295	5
chr1	ASH1L	-	155365344	155340295	3
chr1	ASH1L	-	155429689	155365250	4
chr1	ASH1L	-	155385714	155377933	3
chr1	ASH1L	-	155429689	155385535	3
chr1	ASH1L	-	155408859	155408118	39
chr1	ASH1L	-	155429689	155408118	60
chr1	ASH1L	-	155452240	155429588	4
chr1	ASH1L	-	155491409	155447677	2
chr1	ASH1L	-	155491409	155490891	4
chr1	YY1AP1	-	155644887	155638418	2
chr1	YY1AP1	-	155649303	155640111	2
chr1	YY1AP1	-	155649303	155644801	14
chr1	YY1AP1	-	155649303	155646339	27
chr1	YY1AP1	-	155650247	155646339	3
chr1	DAP3	+	155686797	155695810	4
chr1	DAP3	+	155691308	155695810	4
chr1	DAP3	+	155695173	155695810	6
chr1	GON4L	-	155736500	155734791	13
chr1	GON4L	-	155743001	155737216	2
chr1	GON4L	-	155743001	155740858	2
chr1	GON4L	-	155823597	155823067	46
chr1	SYT11	+	155836426	155838582	2
chr1	RIT1	-	155874595	155874102	3
chr1	KIAA0907	-	155891709	155891166	3
chr1	KIAA0907	-	155893478	155891166	2
chr1	KIAA0907	-	155896947	155896467	2
chr1	ARHGEF11	-	156925591	156921365	3
chr1	ARHGEF11	-	156955965	156946775	2
chr1	DCAF8	-	160231148	160201087	3
chr1	COPA	-	160302347	160293221	16
chr1	ATF6	+	161748034	161753886	4
chr1	ATF6	+	161816239	161833102	6
chr1	PBX1	+	164776779	164790863	7
chr1	TMCO1	-	165723511	165712404	4
chr1	UCK2	+	165854379	165860559	2
chr1	UCK2	+	165859441	165865569	2
chr1	POU2F1	+	167301707	167307495	6
chr1	POU2F1	+	167301707	167341273	2
chr1	MPZL1	+	167734820	167742605	18
chr1	MPZL1	+	167734820	167745403	6
chr1	GPR161	-	168074132	168073715	3
chr1	TIPRL	+	168153140	168165880	2
chr1	TIPRL	+	168153140	168169338	2
chr1	NME7	-	169256646	169199956	3
chr1	KIFAP3	-	170001116	169947226	8
chr1	PRRC2C	+	171481171	171491398	3
chr1	PRRC2C	+	171492360	171496983	4
chr1	PRRC2C	+	171492360	171502100	4
chr1	PRRC2C	+	171504567	171505417	2
chr1	PRRC2C	+	171537386	171544267	3
chr1	SUCO	+	172520652	172526934	14
chr1	SUCO	+	172520652	172548407	4
chr1	SUCO	+	172520652	172560211	13
chr1	SUCO	+	172525009	172526934	4
chr1	SUCO	+	172525009	172539870	11
chr1	SUCO	+	172525009	172548407	2
chr1	SUCO	+	172525009	172560211	3
chr1	KLHL20	+	173702852	173703425	2
chr1	RC3H1	-	173962273	173949947	2
chr1	RC3H1	-	173962273	173961893	25
chr1	RFWD2	-	175958615	175956079	2
chr1	RFWD2	-	175996824	175956079	4
chr1	RFWD2	-	176085817	175956079	2
chr1	RFWD2	-	176015460	175996708	3
chr1	RFWD2	-	176085817	175996708	2
chr1	RFWD2	-	176105683	175996708	4
chr1	RFWD2	-	176015460	176012322	2
chr1	RFWD2	-	176055026	176012322	4
chr1	RFWD2	-	176105683	176012322	3
chr1	RFWD2	-	176085817	176050288	5
chr1	RFWD2	-	176105683	176050288	17
chr1	RFWD2	-	176118210	176050288	3
chr1	RFWD2	-	176105683	176085760	2
chr1	RFWD2	-	176145143	176085760	3
chr1	RFWD2	-	176133027	176104146	7
chr1	RFWD2	-	176145143	176118142	4
chr1	RFWD2	-	176153828	176118142	8
chr1	RFWD2	-	176153828	176132005	4
chr1	RASAL2	+	178092191	178094636	2
chr1	RASAL2	+	178425856	178436556	2
chr1	RALGPS2	+	178846633	178855255	2
chr1	FAM20B	+	179012850	179023773	4
chr1	FAM20B	+	179033062	179033631	3
chr1	TOR3A	+	179054763	179057224	2
chr1	ABL2	-	179091002	179089325	4
chr1	SOAT1	+	179304641	179312770	4
chr1	SOAT1	+	179306972	179310445	2
chr1	SOAT1	+	179306972	179312078	4
chr1	CEP350	+	179955304	179966310	3
chr1	CEP350	+	179959642	179966310	4
chr1	CEP350	+	179959642	179975702	2
chr1	CEP350	+	179972309	179975702	2
chr1	CEP350	+	180044157	180068120	5
chr1	XPR1	+	180793889	180794480	2
chr1	STX6	-	180974599	180945254	2
chr1	STX6	-	180962561	180953813	56
chr1	STX6	-	180974599	180953813	7
chr1	EDEM3	-	184718726	184663178	3
chr1	EDEM3	-	184681011	184675777	5
chr1	SWT1	+	185143504	185144245	2
chr1	SWT1	+	185183639	185200840	4
chr1	TPR	-	186313222	186310160	3
chr1	C1orf27	+	186375215	186388209	6
chr1	UCHL5	-	192998787	192990227	2
chr1	TROVE2	+	193038164	193046180	4
chr1	TROVE2	+	193038164	193053787	5
chr1	TROVE2	+	193038164	193053961	3
chr1	TROVE2	+	193044950	193046180	2
chr1	CDC73	+	193110980	193121574	3
chr1	KCNT2	-	196398887	196392180	4
chr1	KCNT2	-	196448368	196398707	5
chr1	ZBTB41	-	197161029	197141290	2
chr1	ZBTB41	-	197161029	197144140	2
chr1	DENND1B	-	197627499	197552282	4
chr1	DENND1B	-	197684204	197552282	7
chr1	DENND1B	-	197627499	197611841	3
chr1	NEK7	+	198190129	198233365	2
chr1	NEK7	+	198201683	198233365	2
chr1	NEK7	+	198231705	198266370	3
chr1	NEK7	+	198247091	198266370	3
chr1	KIF14	-	200561368	200550329	2
chr1	KIF14	-	200567549	200558345	2
chr1	CAMSAP2	+	200729967	200776665	4
chr1	CAMSAP2	+	200729967	200801973	3
chr1	IPO9	+	201816407	201817722	2
chr1	IPO9	+	201816407	201828122	2
chr1	IPO9	+	201821232	201828122	6
chr1	IPO9	+	201823723	201826322	6
chr1	IPO9	+	201823723	201828122	8
chr1	IPO9	+	201826224	201828122	5
chr1	IPO9	+	201826224	201837924	4
chr1	PPP1R12B	+	202391748	202418299	2
chr1	PPP1R12B	+	202418117	202465950	2
chr1	PPP1R12B	+	202418117	202471133	3
chr1	KDM5B	-	202727638	202724399	3
chr1	KDM5B	-	202729701	202724399	4
chr1	KDM5B	-	202746222	202742246	9
chr1	ATP2B4	+	203651870	203652526	3
chr1	ATP2B4	+	203672780	203691817	2
chr1	ATP2B4	+	203676137	203677232	20
chr1	SOX13	+	204082043	204083733	2
chr1	SOX13	+	204082043	204086835	3
chr1	SOX13	+	204085635	204086835	2
chr1	PIK3C2B	-	204439014	204437998	5
chr1	PIK3C2B	-	204459878	204458944	4
chr1	RBBP5	-	205074296	205072985	2
chr1	ELK4	-	205593019	205585606	47
